complex_id,apt_name,sigungu,identity_status,join_status,full_pnus
cx_3be973d1b767473d,"삼흥리치",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010700101170000"]
cx_3bf347a1391974cc,"유성아이비",은평구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1138010700100920000"]
cx_3bfb18fb9021efa6,"새롬",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010700104740000"]
cx_3c15bffc72c0ab8b,"뉴월드(402-42)",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010700104020000"]
cx_3c553173fbe289aa,"현대썬앤빌테헤란",강남구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1168010600108940000"]
cx_3c57a107af0c5a38,"토성현대",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010300102510000"]
cx_3c8cf9aac8a3293f,"(797-37)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107970000"]
cx_3c9ad2c07cb0a99e,"묵동자이(2단지)",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010400101700000"]
cx_3ca26931c20e2b1a,"오페라하우스3차",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117013100106570000"]
cx_3cb4b01bc382befc,"효산빌라트",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100108780000"]
cx_3cb92fa87985605f,"현대(6차)",노원구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1135010600100340000"]
cx_3cd49a8a7eef8b1e,"장수(796-60)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107960000"]
cx_3cd92c424275f31c,"유엔맨숀",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117013100100010000"]
cx_3ce5cf41633fef4c,"한양6",도봉구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1132010500100590000"]
cx_3cecbaaa97b85f09,"한신",용산구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1117010200100470000"]
cx_3d03ec87aef87c7c,"(716-25)우진빌라1차a",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107160000"]
cx_3d05a2318c983721,"남산힐레지던스",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117013000101020000"]
cx_3d0e2ac64103f1c7,"몽마르뜨빌(577-3)",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700105770000"]
cx_3d34ada19a8757fd,"홍일",서대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1141011100102470000"]
cx_3d5319524af1d53d,"우성103동",강동구,SINGLE_PARCEL,PNU_NOT_FOUND,["1174010100103120000"]
cx_3d63479a081c6ccd,"서울대역해담채",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010100108670000"]
cx_3d699b49a49fc38f,"풍림아이원2차202동",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010600109100000"]
cx_3d6e64f44f9d2d74,"주함해븐아파트",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010100100080000"]
cx_3d73c1f5b3a6c16a,"동부화이트빌(2동)",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010800100670000"]
cx_3d763d0dfa079710,"정원",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010100108280000"]
cx_3d790fb6100f021a,"에이아이디차관주택",서초구,NO_PNU,NO_PNU,[]
cx_3d7cebd842fabeec,"상지리츠빌(1)",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800114900000"]
cx_3d842083ffe20d8b,"반포대우멤버스카운티2차",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700101000000"]
cx_3d9157a5d9560843,"삼성동한솔아파트",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010500100040000"]
cx_3d9760db51b4f4a7,"태림",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100109120000"]
cx_3dc0eb548607bdb9,"쌍용",송파구,SINGLE_PARCEL,PNU_NOT_FOUND,["1171010300104010000"]
cx_3dd4ee4cc736ddc3,"삼우아파트",강서구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1150010300110880000"]
cx_3dd9191462d34152,"강성레스트빌아파트",강서구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1150010600107170000"]
cx_3dda1b98d27ff980,"번영빌라",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107450000"]
cx_3de81979a71b5006,"논현아이파크",강남구,SINGLE_PARCEL,PNU_NOT_FOUND,["1168010800102250000"]
cx_3dedee34fe744cc8,"중앙힐101동",관악구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1162010200116840000"]
cx_3df35f3dc5245b92,"삼성래미안",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168011800100910000"]
cx_3e0080f3bc402e9c,"청송그린힐",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010300109810000"]
cx_3e131bfdb7d385dd,"우진",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107160000"]
cx_3e22fdf9fc84eb6c,"금강아미움(103동)",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010100115220000"]
cx_3e2402afe2a9a20c,"(740-42)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107400000"]
cx_3e24a69d93310b3c,"한백e타운(46-219)",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300100460000"]
cx_3e3901c5a46e3320,"트윈캐슬b동(56-11)",강서구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1150010300100560000"]
cx_3e52562a16611c2a,"현대동궁아파트",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700100640000"]
cx_3e692c6412bf9de2,"새로움아파트",도봉구,SINGLE_PARCEL,PNU_NOT_FOUND,["1132010700107310000"]
cx_3e722951ad0f3772,"대림(주상복합)",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010300105070000"]
cx_3e7806ad128be9e1,"은선",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010100115940000"]
cx_3e83f8a5f1ae6b4a,"삼안리치10차",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117010100101230000"]
cx_3e92d2199538f9e0,"늘푸른아파트",강동구,SINGLE_PARCEL,PNU_NOT_FOUND,["1174010900100520000"]
cx_3eaee116ad84e996,"효성빌라26동",서초구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1165010700105510000"]
cx_3ecbdb5354e81708,"대덕트윈빌",금천구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1154510200110280000"]
cx_3ece202036d1b626,"레미안삼성1차(101동)",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010500101040000"]
cx_3ed3bc1647219aac,"골드팰리스아파트",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010700101640000"]
cx_3edc77889445aa42,"동호리츠빌",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010600100610000"]
cx_3edd7f2558d33bc5,"(748-51)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107480000"]
cx_3ee0ec126837b795,"주공3",강동구,NO_PNU,NO_PNU,[]
cx_3eeecf8d73aafc38,"올림픽하이빌",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011100102050000"]
cx_3ef290486a4859f7,"옥수파크힐스117동~125동",성동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1120011300105280000"]
cx_3ef603f88d842b06,"네스코뮤즈빌(b)",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100109710000"]
cx_3f0e11a8b316b43c,"동구햇살아파트",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010200107240000"]
cx_3f114331253c3698,"해오름101동",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010500105080000"]
cx_3f181a8d2dc493ea,"현대esa2",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800115420000"]
cx_3f1d900915622309,"롯데아파트",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100109870000"]
cx_3f232310e63af8cd,"우면파크아파트",서초구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1165010200103850000"]
cx_3f23e691e43e6d37,"조호그레이스2",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010600104920000"]
cx_3f2dabebc1ba0968,"예지팰리스50차",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010100108950000"]
cx_3f3f2dd9667e8c61,"금강",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010300102970000"]
cx_3f3fc61f9b69de5a,"목동동보",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010100109930000"]
cx_3f4ab96c3c3b5f58,"(781-26)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107810000"]
cx_3f549ccede7c14a7,"한강로얄스위트",마포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1144012300104170000"]
cx_3f5c842202a80912,"모닝빌아파트",성동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1120011300104780000"]
cx_3f6be5d9e5120bc4,"세림",성동구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1120010500107840000"]
cx_3f6de567da393f3c,"(770-8)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107700000"]
cx_3fa8ab7085302122,"플라체76",노원구,SINGLE_PARCEL,PNU_NOT_FOUND,["1135010300106610000"]
cx_3faa8f91426926c1,"두이노블레스(2)",성북구,NO_PNU,NO_PNU,[]
cx_3fafa7735cc37d5b,"성북",성북구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1129010100103480000"]
cx_3fb2a4cfcc5bad32,"리치힐104동(992-43)",금천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1154510200109920000"]
cx_3fb73a1c10930f48,"대주피오레아파트",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010600100310000"]
cx_3fc2e37867a03955,"공작",영등포구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1156011000100210000"]
cx_3fcf8b5813fbf43f,"세영아파트",성북구,SINGLE_PARCEL,PNU_NOT_FOUND,["1129013800102330000"]
cx_3fdaf96c01ba77c7,"아카데미스위트1",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168011800104670000"]
cx_3fe684503ebd65f3,"몽마르뜨파크",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700105770000"]
cx_3ff12d1bafe01a02,"서초블랑빌",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700101050000"]
cx_3ffb5c7a832deb20,"한강",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010600100490000"]
cx_400a6a4a22b97f42,"삼대",강서구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1150010600106980000"]
cx_401b08fbeb704d4d,"mid그린(6동)",종로구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1111017400106010000"]
cx_4045cb1cf4f474c3,"새한그린빌(306-10)",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010600103060000"]
cx_4046475a51239d23,"상지리츠빌5b",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010400101270000"]
cx_4058aaf2d991243d,"jkapartment",강북구,SINGLE_PARCEL,PNU_NOT_FOUND,["1130510300101300000"]
cx_40705af5f1f26058,"성수파크빌",성동구,SINGLE_PARCEL,PNU_NOT_FOUND,["1120011400106850000"]
cx_407774553fa7734b,"하나플러스",노원구,SINGLE_PARCEL,PNU_NOT_FOUND,["1135010300105870000"]
cx_407bee0567ba206d,"강동렘브란트",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010500104570000"]
cx_409f9fcd11b6372c,"힐튼빌리지1차",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117010100102440000"]
cx_40a9c1bbfa0baa8c,"방배씨티(보성)",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100108360000"]
cx_40bec15eacaee687,"리더스",중랑구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1126010200101040000"]
cx_40ce02cf85b351fa,"동화",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107910000"]
cx_40d4cfa26fab2b05,"현대오티움",강남구,SINGLE_PARCEL,PNU_NOT_FOUND,["1168011800101920000"]
cx_40d807fa8c773edf,"구로아트빌라5동(806-29)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200108060000"]
cx_40d95a032e887dbf,"남청파인힐",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010700107420000"]
cx_40e1274be1d20b6b,"경덕",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010600100720000"]
cx_40f1f4646082e666,"포스틸빌라트",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010100107410000"]
cx_40f30d95e5840fb0,"우성(410-56)",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300104100000"]
cx_40f526a88d083bfd,"청구빌아파트",노원구,SINGLE_PARCEL,PNU_NOT_FOUND,["1135010300102690000"]
cx_40fc5388924eb7ad,"하늘공원(101동)",노원구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1135010300102220000"]
cx_41030c0cd2f77ee3,"(742-57)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107420000"]
cx_411f9f6ca2284731,"호수2차b동",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010900101120000"]
cx_413c2a807070ca3b,"늘푸른",서대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1141011000101230000"]
cx_4150a99f83463c7e,"이문스카이뷰",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123011000102910000"]
cx_41620d58305e8d95,"명경",중구,SINGLE_PARCEL,PNU_NOT_FOUND,["1114016200104320000"]
cx_4167c39b8bc3136c,"뉴파인",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010900102360000"]
cx_416bfe18e9cd9c78,"주함위너스ⅰ",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011100101540000"]
cx_417ab08ca4fddcdf,"메트로럭스",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010700101100000"]
cx_417f32496cd9500b,"서로퍼스트빌",노원구,SINGLE_PARCEL,PNU_NOT_FOUND,["1135010300103510000"]
cx_4184cf8d9de4d64a,"이지마루역삼",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010100106780000"]
cx_419d13cb1fd9e43f,"신세계5차",강서구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1150010600106750000"]
cx_419f977e98a389f3,"신원센스빌",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300100240000"]
cx_41a8dc13aa2bf1eb,"금성파크a동",도봉구,SINGLE_PARCEL,PNU_NOT_FOUND,["1132010700106650000"]
cx_41a95f1241e4e2e2,"씨티",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011400100310000"]
cx_41af9ce30b918607,"동일1차",서대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1141011100103120000"]
cx_41bda45e405afd04,"금성타운",강동구,SINGLE_PARCEL,PNU_NOT_FOUND,["1174010900100490000"]
cx_41c7bcc192c19076,"우창프라자",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010500104940000"]
cx_41cc41217be07072,"(72-31)",서대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1141011600100720000"]
cx_41d60703388c5f84,"하루방",도봉구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1132010500103150000"]
cx_41e241aa7a213feb,"lig대학마을(건영아파트3차)",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010200117030000"]
cx_41e690c6810f8072,"우창",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010300105300000"]
cx_41f6f32f956521e5,"한신1",송파구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1171010700101020000"]
cx_42117502b98e767b,"동일스카이",성북구,SINGLE_PARCEL,PNU_NOT_FOUND,["1129013300108000000"]
cx_42335121a28ae3c2,"(807-29)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200108070000"]
cx_424079ab35d6ed5d,"하나어울림",금천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1154510300100030000"]
cx_424a501f23a18977,"광진동양파라곤2단지",광진구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1121510900103580000"]
cx_424a8ef124925a01,"유정",중구,SINGLE_PARCEL,PNU_NOT_FOUND,["1114016200104320000"]
cx_4252f26b969f98be,"주함헤븐105동",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010300102030000"]
cx_4253c5611e7d5072,"서초아트래디앙",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800115820000"]
cx_4261f5c10ff4c527,"정명네스트",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010900100380000"]
cx_4266e85a9a076e23,"비즈트위트바이올렛5차",금천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1154510100101400000"]
cx_42733e757916fd85,"청담대우로얄카운티6차",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010400101010000"]
cx_42926a13ce46bddd,"명경아트빌",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010300108920000"]
cx_42a1987c0c053308,"신안파크",양천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1147010300103500000"]
cx_42a41958b412f37a,"신후암",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117010100102440000"]
cx_42a9738fd95751ae,"가락한일유앤아이",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010700101420000"]
cx_42aeb65352f79a26,"청담대우멤버스카운티10차",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010400101100000"]
cx_42b0ad960c46431c,"드림시드",성동구,SINGLE_PARCEL,PNU_NOT_FOUND,["1120010600101980000"]
cx_42b75051f5e40974,"용산kcc웰츠타워",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117012200100110000"]
cx_42b8e29ca7251bc7,"건영4",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010200117020000"]
cx_42d8c6647870c4d8,"네오블로썸",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010500100420000"]
cx_42ea6c87d5255859,"한강로얄",광진구,SINGLE_PARCEL,PNU_NOT_FOUND,["1121510500104980000"]
cx_42f8e9b60a862a8d,"루컴스힐더테라스",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010500101730000"]
cx_431bac33a1782d4f,"프라비다1",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010100108690000"]
cx_432181c555e65cc2,"청안파인",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010700103680000"]
cx_432337f5cc7ec4ac,"한솔애리즈3차",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010800104200000"]
cx_432bdaadc2525450,"청솔하이츠1동",서대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1141011900103040000"]
cx_432fea57bf3b4ec3,"건우한마음",금천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1154510300109290000"]
cx_43315d60bb93e095,"모란빌라",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107920000"]
cx_434b4ef20cafe71c,"진성그린아파트",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010600101670000"]
cx_4350acafa6bb7100,"잠원동상지리츠빌카일룸",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010600100490000"]
cx_435add4d5735346d,"브라운스톤효령아파트",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100109810000"]
cx_435afb2a493fbde4,"방배대우멤버스카운티(809-17)",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100108090000"]
cx_4363506e7d40852e,"스카이",금천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1154510300109890000"]
cx_436513e5d6120119,"동도하이츠",영등포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1156010100105850000"]
cx_436ee57247246a44,"서초리젠",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800114440000"]
cx_4372ad7456a4d3ea,"독산주공14단지",금천구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1154510200110880000"]
cx_43814b50b0686f34,"(796-3)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107960000"]
cx_43af8b7e67fcfda6,"라인캐슬",성북구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1129013800100650000"]
cx_43afa6baa9eb0cbe,"경향렉스빌",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010700100960000"]
cx_43b7afb36ea1e942,"아남",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800116410000"]
cx_43c420935c662895,"현대제이드",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010800104600000"]
cx_43cda44453e86873,"한두리",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011200101140000"]
cx_43d8cac17ab08895,"진민그린상가(367-30)",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300103670000"]
cx_43e0758878ef23b6,"주성드림아파트",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010700101770000"]
cx_43e504df49df8d8a,"대명그린(아)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010900101900000"]
cx_43ed5d744f89ece2,"케럿스테이트",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010800102670000"]
cx_43f88ac4e4bf3ec5,"세심아파트",금천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1154510200101810000"]
cx_440949b314c10910,"호등자이젠아파트(1665-9)",관악구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1162010200116650000"]
cx_4416d3ecddd715d2,"부영3",양천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1147010200109080000"]
cx_4457347749992d44,"태영아파트",금천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1154510200110030000"]
cx_446678176796f9c9,"뉴신사신성",은평구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1138010900103560000"]
cx_446f82197ebce766,"정호샤인빌",동작구,NO_PNU,NO_PNU,[]
cx_447153570ffcf952,"강동큐브",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010500104560000"]
cx_4482c2732fa6cbd4,"태솔에버빌3차",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010600103830000"]
cx_4486c3c2b760609b,"주풍그린빌라트",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010600106220000"]
cx_449478856f4d715a,"스카이빌아파트",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010200107720000"]
cx_44a9f5ee6a34f652,"효창palaceville",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117011100101320000"]
cx_44b1e27eac52a403,"가락금호아파트",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010700100950000"]
cx_44bc187c2e8c282b,"녹번2현대",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010200102780000"]
cx_44ca98838f54a2fe,"동아3",강서구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1150010100102580000"]
cx_44cbd0043fd4a3f7,"sm해그린(362-7)",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010600103620000"]
cx_44d08e40f59598ed,"방배타운하우스",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100107900000"]
cx_44d0deac50cbc741,"늘푸른",영등포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1156013300109740000"]
cx_44d67edd8017553c,"gs파크뷰",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010200104060000"]
cx_44e0223e68edcd31,"천왕연지타운1단지",구로구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1153011100102800000"]
cx_44f281574c32c84d,"롯데캐슬파크(40)",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100108880000"]
cx_44ff0e3346fc6059,"천왕이펜하우스4단지",구로구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1153011100102730000"]
cx_450a88a2bc3667c4,"대림아크로빌",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168011800104670000"]
cx_450bb247b1dca49c,"신일해피트리",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010100112190000"]
cx_451c74c5e447e3ff,"동작협성휴포레시그니처",동작구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1159010900106860000"]
cx_4533f5594c1bbdee,"팰리스필",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010100108720000"]
cx_454522109dabfe50,"현대(5차)",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010700101610000"]
cx_454d5b2b017f86d2,"코지아뜨리에101",노원구,SINGLE_PARCEL,PNU_NOT_FOUND,["1135010600101370000"]
cx_454d8d270550e102,"상진지오벨리a",금천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1154510200110170000"]
cx_4557ec43ec61904d,"선정(177)",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138011000101770000"]
cx_455f2f2dc7e0a4b2,"시티파크(2단지)",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117012800100630000"]
cx_45798083ac90d324,"삼주빌라",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107980000"]
cx_45a2b3818d4f8cba,"트라움하우스2",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800114950000"]
cx_45c5f7bd3b294251,"초원",동작구,SINGLE_PARCEL,PNU_NOT_FOUND,["1159010200103010000"]
cx_45cd79307a3190f7,"매그놀리아(1차)",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011200100810000"]
cx_45de520b19db5100,"청광플러스원(큐브1차)",강동구,SINGLE_PARCEL,PNU_NOT_FOUND,["1174010500103870000"]
cx_45e1cbc875f8c388,"뉴성신아파트",마포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1144012300104330000"]
cx_45e61fc324e5b334,"cloudapt",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010200114840000"]
cx_45e7d56db5169d8b,"푸르빌5차",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010100116270000"]
cx_45e894794c70443d,"제일에비앙",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300109010000"]
cx_45ed550494c9d9a6,"드림시드아파트1차",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300108990000"]
cx_45f1e885a6997b5d,"태천와이드빌",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010900103020000"]
cx_45fc07e1ce6c36b9,"그린라이프",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010300102300000"]
cx_4605f6bfc32aef0a,"메르디안하우스",서초구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1165010200101220000"]
cx_460af9c9e40568c8,"망우",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010500101840000"]
cx_46318d9ca7d49f92,"현대프라임",광진구,SINGLE_PARCEL,PNU_NOT_FOUND,["1121510300106310000"]
cx_4638f6b71bb39071,"순영웰라이빌1차",구로구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1153010200101060000"]
