complex_id,apt_name,sigungu,identity_status,join_status,full_pnus
cx_0000802f1c42d195,"sg타워",중랑구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1126010200101280000"]
cx_0018ab93a67a00b2,"markhills",동작구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1159010500101720000"]
cx_0022ba909cdf80cf,"성지하우스",관악구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1162010200106260000"]
cx_00273cad5221a64a,"선우쉐르빌",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010900102110000"]
cx_003619d40a7f6583,"서초지웰",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800114580000"]
cx_0074b35c6bca6137,"삼흥",종로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1111017400106380000"]
cx_007f311446966396,"대성효창",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117011900100050000"]
cx_00886cccd757df9c,"홍제원그린뷰아파트",서대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1141011100101570000"]
cx_009479e3b5c21988,"어반허브서울스테이션(urbanhubseoulstation)",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117010800101000000"]
cx_00b1656f00a37a6c,"반포힐스테이트",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700100160000"]
cx_00b2a8e1482be12f,"동방",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010800104070000"]
cx_00baaa91c3085fa8,"용두아파트",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010200100390000"]
cx_00d6763a231997f9,"현대플라티앙2",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117013200100010000"]
cx_00dbb01fb440d612,"신동아아파트(1차)",서초구,NO_PNU,NO_PNU,[]
cx_00e3aded39b94194,"(743-33)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107430000"]
cx_00fa816d47332a11,"삼성그린101동",동작구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1159010700101800000"]
cx_0101e6b280d42112,"길음뉴타운2단지푸르지오",성북구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1129013400112800000"]
cx_01102d6d47e63118,"롯데캐슬헤론",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100107540000"]
cx_0111aee17f914cd3,"목동대림",양천구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1147010200104050000"]
cx_0118168189afffaf,"현진아파트",도봉구,SINGLE_PARCEL,PNU_NOT_FOUND,["1132010700102540000"]
cx_011d09c356c0acd7,"은하아파트",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010300101400000"]
cx_013bfc6baa047f60,"도시그린빌라",종로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1111017500101810000"]
cx_0150f117825323ce,"삼성아트빌(715-32)",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010200107150000"]
cx_016721d1bffdbdb2,"신반포6",서초구,NO_PNU,NO_PNU,[]
cx_017398cc9873eff8,"기아하이츠빌",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010300110530000"]
cx_018806cc9fb6e2e0,"신구드림하우스",서초구,NO_PNU,NO_PNU,[]
cx_019508a9ebcb4a00,"방학지음재힐스",도봉구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1132010600107170000"]
cx_019b28227c455a53,"삼성",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010400101610000"]
cx_019b3fbe56815f11,"대명아파트",노원구,NO_PNU,NO_PNU,[]
cx_01a01c194bce0a20,"휴먼스타빌",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010400100050000"]
cx_01aefa6c239af67f,"dk밸리뷰시티",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800115840000"]
cx_01bad8410daff884,"포렛힐",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100108030000"]
cx_01c33322f9f5f00c,"후암맨션",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117010100100010000"]
cx_01c5b2fb53e06027,"시원트레벨",영등포구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1156013200105070000"]
cx_01d89c141f86b0f4,"근상프리즘(957-1)",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300109570000"]
cx_01db55db391c7225,"신주아파트b",도봉구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1132010600106950000"]
cx_01e8ea7544ceffa0,"삼호그린(346-19)",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300103460000"]
cx_01f243c38e5ae9c6,"강산빌라트",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010200107580000"]
cx_0208853f4c4c3b3e,"센트럴파크아파트",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300109000000"]
cx_020b58b065aff3e7,"태승훼미리2",강서구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1150010600106850000"]
cx_02314be6d5712bc6,"마곡엠밸리9단지",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010500107440000"]
cx_024dc87da85ec918,"청원다미소",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010300102860000"]
cx_02535d4a8b1b6823,"구로아트빌라4동(806-33)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200108060000"]
cx_026cad617b3a239b,"위례캐스빌",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010400101040000"]
cx_026eb8813d5f1a90,"lig5차",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010200102330000"]
cx_02786b4ea6ff6113,"두원빌드피아(510-3)",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010300105100000"]
cx_027fd36d246b79d3,"(794-22)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107940000"]
cx_02807af7d759e808,"세진",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010300100200000"]
cx_02870887feec7b9e,"현대홈타운스위트103",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011100101980000"]
cx_0289dad383030c83,"용산큐브",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117012200100240000"]
cx_02904e5aeb9e11de,"럭키(462)",강남구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1168011800104620000"]
cx_0292f10df205df20,"블루힐",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300103920000"]
cx_02a357bf56a0420b,"오금그랑밸리",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011200100710000"]
cx_02acb3b4096c20a8,"화이트타운",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117011900100050000"]
cx_02cf244f3429ec17,"효창팰리스2차",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117011900100050000"]
cx_02d43e11d15ba140,"목동2차아이파크",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010200107580000"]
cx_02d8e414a0dc5f24,"청원주택",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107790000"]
cx_02e5c9223b4680c6,"센트럴큐브",성동구,SINGLE_PARCEL,PNU_NOT_FOUND,["1120010100100120000"]
cx_02e64e5ce67673a6,"고덕골든빌(102동)",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010400101680000"]
cx_02ee76373b7c7cb6,"도곡그린빌",강남구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1168011800109550000"]
cx_02f70a8814aac1b6,"구로궁전빌리지(771-42)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107710000"]
cx_02facccab6bb6e6e,"이지마루종로",종로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1111016200101260000"]
cx_02fcd2af306682a1,"래미안포레카운티",성북구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1129013800103220000"]
cx_030b9c9b8245eb8d,"진흥아르미",광진구,SINGLE_PARCEL,PNU_NOT_FOUND,["1121510100102520000"]
cx_03175a85d61224a5,"임광",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010200105620000"]
cx_031ff4f20904760b,"풍림",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010500101290000"]
cx_032512f866e636ec,"삼동",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010300101090000"]
cx_033b4ac5219a933c,"주성파크뷰",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010800100560000"]
cx_033e2e19e3c45cbe,"삼종레이빌101동",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010300105190000"]
cx_0353dc5bb867c1c2,"구산",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010500101990000"]
cx_035907e6b74a22c0,"센트럴",노원구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1135010500113730000"]
cx_0360b703d110b0da,"해오름",마포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1144012300104000000"]
cx_0361f6df6713973b,"대명하이빌102동",구로구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1153010900101840000"]
cx_0366f500a2607f20,"삼성아파트",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010600100530000"]
cx_037850afe004aef6,"연세리버빌",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010400101020000"]
cx_039805c1aba9d7d0,"하나세인스톤3차",구로구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1153010200100460000"]
cx_039d8309d4ebbaf2,"한티(933-0)",강남구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1168010600109330000"]
cx_03ac185750c7ed77,"리치캐슬아파트",종로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1111017000100330000"]
cx_03c24c2d91c7fd1f,"역삼이안애비",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010100107770000"]
cx_03e0959eec3d8057,"(807-1)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200108070000"]
cx_03e50ace7161e660,"예명",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171010500102530000"]
cx_03e521ac4843257b,"시흥(817-29)",금천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1154510300108170000"]
cx_03e789e16461e7d8,"리치",도봉구,SINGLE_PARCEL,PNU_NOT_FOUND,["1132010700106610000"]
cx_03ee5bf586b57e8e,"알파임하우스1",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010700106490000"]
cx_03f659a7b733b18e,"e산이랑",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010300106020000"]
cx_0404274c20500c85,"신성",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010900101550000"]
cx_041292b1f079eab3,"위산일리온시티",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010700101100000"]
cx_041a417c2bdcdaff,"예촌bc",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010300110720000"]
cx_041fb347f32a4459,"대백세인트빌",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700100870000"]
cx_04229bd21427419b,"성산e동",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200108010000"]
cx_0426962552d7b323,"신성미소시티",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010600109040000"]
cx_0427db0e71c98411,"엠엑스아뜨리에빌아파트",강동구,SINGLE_PARCEL,PNU_NOT_FOUND,["1174010500103610000"]
cx_042955f1e0d49a1d,"은하",강서구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1150010300110390000"]
cx_042d4be3ff02fdc7,"삼성그린(205)",동작구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1159010700102050000"]
cx_0437b90c48668f9e,"대우멤버스카운티(102동)",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010500100980000"]
cx_043c0e4c4a8ea9c9,"(749-21)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107490000"]
cx_04560d46f1c29956,"센시티16",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010500104880000"]
cx_046a130dc255246a,"새진3차",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010100116180000"]
cx_046faad0885c5f31,"아크로리버",광진구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1121510300105890000"]
cx_04909e9f1838a549,"오륜하이츠",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010800104430000"]
cx_04a07ee54077972d,"윌턴빌",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700101030000"]
cx_04ae8cb93ae0c3b9,"(66-3)",서초구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1165010200100660000"]
cx_04b01504ce39ef71,"정산(102동)",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010700104410000"]
cx_04b870c4cd22ed69,"강변현대",송파구,SINGLE_PARCEL,PNU_NOT_FOUND,["1171010300102990000"]
cx_04e6e3e2993a3113,"상기",성동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1120011000105000000"]
cx_04f2c995d236c997,"두이노블레스",동작구,SINGLE_PARCEL,PNU_NOT_FOUND,["1159010300104410000"]
cx_04fef3c47cbd0ab4,"신세계",금천구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1154510300108230000"]
cx_0525e6637ae1c5ec,"창동역블루핀1동",도봉구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1132010700107430000"]
cx_0526b3f05d1534d5,"도원빌",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010600104460000"]
cx_0527a0e04e3831fe,"현대테라하임101동",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010200100110000"]
cx_0535cb875916c0b0,"현대(고려)아파트",노원구,SINGLE_PARCEL,PNU_NOT_FOUND,["1135010300105900000"]
cx_05449de8edc18a4d,"레오",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010700103040000"]
cx_05497fef6901049f,"67디벨리움",노원구,SINGLE_PARCEL,PNU_NOT_FOUND,["1135010300106700000"]
cx_0550fc2e78f2d9cc,"거성푸르뫼2",구로구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1153010700100600000"]
cx_0559c7e5d3fbb329,"우장산태승훼미리",강서구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1150010600106710000"]
cx_055cb985e428bb28,"서진프라자아파트",노원구,SINGLE_PARCEL,PNU_NOT_FOUND,["1135010300104920000"]
cx_055d4ad11302f025,"심미",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010100109160000"]
cx_055e18ad3a5b7cf8,"(717-39)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107170000"]
cx_055fefb48bd8d928,"우리스페이스(113-28)",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010700101130000"]
cx_056964e5526f7c92,"메트로",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010600109010000"]
cx_056f6c312f58677f,"sm이로빌3차(358-18)",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010600103580000"]
cx_057d9a064487808e,"광남캐스빌(510-1)",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010800105100000"]
cx_057e93adc14d9157,"반포루이캐슬",서초구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1165010700105500000"]
cx_0585775c20fd2cf9,"하이파크",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010300110790000"]
cx_058d1ab795601eda,"반포미도2차아파트",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700100600000"]
cx_05bed606ed3a4d00,"parkpalaceii",양천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1147010200105580000"]
cx_05c80b71092d82ab,"위하우스아파트",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300109160000"]
cx_05cc94c73f2a6ccf,"cj나인파크",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117012200100240000"]
cx_05e084694031f177,"캠퍼스드림오피스텔",동대문구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1123010900103360000"]
cx_060b60dbd1b52d4a,"빌드아르떼apt",도봉구,SINGLE_PARCEL,PNU_NOT_FOUND,["1132010500101030000"]
cx_060d94895dc98ca2,"글로리안(a)",중구,SINGLE_PARCEL,PNU_NOT_FOUND,["1114016200104320000"]
cx_061b5496a7655a61,"(770-40)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107700000"]
cx_06290cb2f8b75c80,"방배아크빌",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100108480000"]
cx_0637523a09690e57,"대림벽산(363)",노원구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1135010600103630000"]
cx_06396cc264ca478b,"801-9",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200108010000"]
cx_063e4d48aca1a165,"대치하나빌",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010600110150000"]
cx_063ea5f6dbfa6186,"한백다솜",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010300110710000"]
cx_06519ce80a4b7ae4,"약수맨션",동작구,SINGLE_PARCEL,PNU_NOT_FOUND,["1159010200102110000"]
cx_065614190b1a3d00,"윌쏘나슈트",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117013100106570000"]
cx_0663b545d352556a,"현대빌리지",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800116420000"]
cx_0663ef6586c9adf0,"렉스빌",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100108470000"]
cx_06684c6b0bd7e706,"스위트캐슬레지던스",강남구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1168010800100550000"]
cx_0676463cbfcf4d43,"청우",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010100108810000"]
cx_068561c800b5def9,"공덕프로포즈ⅱ",마포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1144010300100150000"]
cx_0687dde9777650b9,"인텍스빌",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011100101300000"]
cx_068ec06d4b95e9b3,"로얄팰리스",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010100106330000"]
cx_069cbf333222cc25,"더샵반포리버파크",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700101140000"]
cx_06ad812b4bedad86,"엘르빌2",마포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1144012400102540000"]
cx_06b849cc46a2f230,"지오베르크",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117012200100170000"]
cx_06bb694787c782ab,"성도아트빌",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010500102020000"]
cx_06c1e34a05008760,"왕자상가아파트",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010200107360000"]
cx_06dbe563bf01f3fd,"뚝섬현대",성동구,SINGLE_PARCEL,PNU_NOT_FOUND,["1120011400100130000"]
cx_06ed96c920b423e5,"형인허브빌101동(417-3)",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010600104170000"]
cx_06fe942295f6b1eb,"독산현대",금천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1154510200102930000"]
cx_07154851a71087d8,"휴아름스튜디오",성북구,SINGLE_PARCEL,PNU_NOT_FOUND,["1129010200100350000"]
cx_0720911eadf0a518,"노블레스2(267-4)",강서구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1150010100102670000"]
cx_07291794a15cceca,"아크로비스타",서초구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1165010800116850000"]
cx_072ca41ad92a55e5,"건우샹그리라",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010800100320000"]
cx_073255de4ae6cf4f,"주얼리",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300103960000"]
cx_073ae72d6b094e56,"고흥",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010200115680000"]
cx_07623fa142b2afb4,"보람아파트",강동구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1174010900102870000"]
cx_0764b4a35976fb22,"중앙아파트",금천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1154510200103330000"]
cx_0765abfe53f79279,"리치팰리스",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100108080000"]
cx_077428a6fa5c843a,"부영2",양천구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1147010200109080000"]
cx_078b7a770322b41e,"크라운빌",강북구,SINGLE_PARCEL,PNU_NOT_FOUND,["1130510300101910000"]
cx_0799a0a20b3df8ed,"한승미메이드",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010800114270000"]
cx_07a2b750a50ed542,"(747-53)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107470000"]
cx_07aa7b71c9ca0805,"우찬현대(1260-4)",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010300112600000"]
cx_07ac4438db3c62ff,"정익제이원아파트(15-114)",은평구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1138010600100150000"]
cx_07b088014854bcb0,"청계천두산위브더제니스",중구,SINGLE_PARCEL,PNU_NOT_FOUND,["1114016300100130000"]
cx_07b09c1ae903a341,"미랜드프래임빌(101동)",중랑구,SINGLE_PARCEL,PNU_NOT_FOUND,["1126010200101150000"]
cx_07bf7afcf3b93823,"신원아침도시",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100109870000"]
cx_07d37191f5217dc8,"동진",성북구,SINGLE_PARCEL,PNU_NOT_FOUND,["1129013500100100000"]
cx_07eebe898a1f0a02,"보람쉬움",양천구,SINGLE_PARCEL,PNU_NOT_FOUND,["1147010100109210000"]
cx_08021a5c2fa8114f,"(750-6)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107500000"]
cx_08130f5d49e5525f,"블레스하임",마포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1144010300100130000"]
cx_0813e19ae4596e39,"한솔빌라트",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011100101770000"]
cx_081e0302146ece1d,"크래스빌",종로구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1111018300100460000"]
cx_082b570b7a5d85d0,"삼각아파트c동",용산구,NO_PNU,NO_PNU,[]
cx_082f6a06b8227d5b,"조성빌라",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200108000000"]
cx_08333079e2adb0b5,"(743-39)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107430000"]
cx_08383f694b4b2a85,"효창로즈",용산구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1117011900100030000"]
cx_08427927d32b0cdb,"한강로대우아이빌",용산구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1117012500100020000"]
cx_0861a9fbedbff507,"에스타워",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300109000000"]
cx_086bf6aa9e2a0bd7,"대호강변",마포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1144010500101180000"]
cx_08768ef00d449b62,"힐하우스",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117013200100010000"]
cx_087e05df7ba95140,"코오롱상가아파트",강동구,NO_PNU,NO_PNU,[]
cx_08952703913113ba,"우성1",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010100103120000"]
cx_08a5da1bfeaae405,"서초동프레스티지아파트",서초구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1165010800113440000"]
cx_08aa131ceaa83421,"선데일",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010700106120000"]
cx_08b6b738f2908bd1,"삼성동헤렌하우스2(82-4)",강남구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1168010500100820000"]
cx_08c84adde293fe01,"두산위브트레지움",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117012900103010000"]
cx_08d526004d480f8c,"문래공원한신",영등포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1156012100100770000"]
cx_08e2ec81025e846e,"제이드파크(382-2)",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010600103820000"]
cx_08e3d33260b257a5,"영지아트빌라",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100100010000"]
cx_08e402afea3e4d17,"호반써밋양재",서초구,NO_PNU,NO_PNU,[]
cx_08e707811278988f,"유한수목원",구로구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1153010800101080000"]
cx_08f718d718d8a522,"그레이스a동",서대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1141011100101310000"]
cx_090cc7382e4c8166,"테마빌2",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010900103380000"]
cx_09152ca29d511683,"세영아파트",은평구,SINGLE_PARCEL,PNU_NOT_FOUND,["1138010500103040000"]
cx_09465fd5cd48a91f,"(718-16)경원주택",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107180000"]
cx_0961823e1f9e7b89,"갑오빌라트",송파구,MULTI_RECORD_SAME_PARCEL,PNU_LOT_CONFLICT,["1171010400100140000"]
cx_096235a3f8a566aa,"삼각아파트",용산구,SINGLE_PARCEL,PNU_NOT_FOUND,["1117012400102310000"]
cx_09953bf55f36eddc,"백두골드",강북구,SINGLE_PARCEL,PNU_NOT_FOUND,["1130510300107100000"]
cx_099b90d1f1c93ee6,"방배롯데캐슬oscar",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100100010000"]
cx_09a6f0d242545c4f,"코스모블루",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010100108630000"]
cx_09b2a976e8140e37,"쌍용스위닷홈(201동)",송파구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1171011200100300000"]
cx_09c13d8c86100186,"여의휴젠느",영등포구,SINGLE_PARCEL,PNU_NOT_FOUND,["1156010800100940000"]
cx_09c228ef50dc7ecc,"제일",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200108060000"]
cx_09c5a68a0e3a0354,"스위트빌(71-1)",광진구,SINGLE_PARCEL,PNU_NOT_FOUND,["1121510300100710000"]
cx_09f0fa01a0cd1b7d,"방배마에스트로",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100108660000"]
cx_09f3d4fba1cb4771,"장안솔렌시아6",동대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1123010600104320000"]
cx_09fa92d4d94b4037,"리베하임",서초구,SINGLE_PARCEL,PNU_NOT_FOUND,["1165010100104880000"]
cx_0a01ab089f8d70df,"반포서래월드메르디앙스칼라아파트b동",서초구,SINGLE_PARCEL,PNU_LOT_CONFLICT,["1165010700105500000"]
cx_0a03d56fdfcb58c1,"건우아트빌",서대문구,SINGLE_PARCEL,PNU_NOT_FOUND,["1141011800103960000"]
cx_0a08df08a53ff75a,"남현그린",관악구,SINGLE_PARCEL,PNU_NOT_FOUND,["1162010300106020000"]
cx_0a258c5b253488c1,"(807-19)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200108070000"]
cx_0a2895b58782885d,"(771-2)",구로구,SINGLE_PARCEL,PNU_NOT_FOUND,["1153010200107710000"]
cx_0a3873611c3ddba8,"천우(401-25)",강서구,SINGLE_PARCEL,PNU_NOT_FOUND,["1150010300104010000"]
