complex_id,apt_name,sigungu,coord_status,reb_status,our_pnu_key,our_jibun_addr
cx_0000802f1c42d195,"sg타워",중랑구,NO_MATCH,EXACT_JIBUN_ADDRESS,112601020001280010,"서울 중랑구 상봉동 128-10"
cx_00061802cdff3cdc,"힐스테이트상도프레스티지",동작구,NO_MATCH,EXACT_PARCEL,115901020005330000,"서울 동작구 상도동 533"
cx_0018ab93a67a00b2,"markhills",동작구,NO_MATCH,EXACT_JIBUN_ADDRESS,115901050001720008,"서울 동작구 흑석동 172-8"
cx_001b6dbe1fb7bbaa,"현대홈타운",강동구,NO_MATCH,EXACT_PARCEL,117401070004000000,"서울 강동구 암사동 400"
cx_0022ba909cdf80cf,"성지하우스",관악구,NO_MATCH,EXACT_JIBUN_ADDRESS,116201020006260011,"서울 관악구 신림동 626-11"
cx_00273cad5221a64a,"선우쉐르빌",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301090002110001,"서울 구로구 궁동 211-1"
cx_003619d40a7f6583,"서초지웰",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501080014580006,"서울 서초구 서초동 1458-6"
cx_004078590a07321d,"동부센트레빌",성북구,NO_MATCH,EXACT_PARCEL,112901030006330000,"서울 성북구 돈암동 633"
cx_0041cfd994dc0cd0,"옥수삼성",성동구,NO_MATCH,EXACT_PARCEL,112001130002500000,"서울 성동구 옥수동 250"
cx_004c0f19728c5c7c,"쌍용",도봉구,NO_MATCH,EXACT_PARCEL,113201070008070000,"서울 도봉구 창동 807"
cx_0074b35c6bca6137,"삼흥",종로구,NO_MATCH,EXACT_JIBUN_ADDRESS,111101740006380045,"서울 종로구 창신동 638-45"
cx_007f311446966396,"대성효창",용산구,NO_MATCH,EXACT_JIBUN_ADDRESS,111701190000050258,"서울 용산구 효창동 5-258"
cx_00886cccd757df9c,"홍제원그린뷰아파트",서대문구,NO_MATCH,EXACT_JIBUN_ADDRESS,114101110001570003,"서울 서대문구 홍제동 157-3"
cx_009479e3b5c21988,"어반허브서울스테이션(urbanhubseoulstation)",용산구,NO_MATCH,EXACT_JIBUN_ADDRESS,111701080001000001,"서울 용산구 서계동 100-1"
cx_00b1656f00a37a6c,"반포힐스테이트",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501070000160006,"서울 서초구 반포동 16-6"
cx_00b2a8e1482be12f,"동방",강동구,NO_MATCH,EXACT_JIBUN_ADDRESS,117401080004070002,"서울 강동구 성내동 407-2"
cx_00baaa91c3085fa8,"용두아파트",동대문구,NO_MATCH,EXACT_JIBUN_ADDRESS,112301020000390446,"서울 동대문구 용두동 39-446"
cx_00d6763a231997f9,"현대플라티앙2",용산구,NO_MATCH,EXACT_JIBUN_ADDRESS,111701320000010014,"서울 용산구 동빙고동 1-14"
cx_00dbb01fb440d612,"신동아아파트(1차)",서초구,NO_MATCH,NO_MATCH,116501080013330000,"서울 서초구 서초동 1333"
cx_00e090b6407013ab,"신일해피트리",강북구,NO_MATCH,EXACT_PARCEL,113051010013580000,"서울 강북구 미아동 1358"
cx_00e3aded39b94194,"(743-33)",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020007430033,"서울 구로구 구로동 743-33"
cx_00fa816d47332a11,"삼성그린101동",동작구,NO_MATCH,EXACT_JIBUN_ADDRESS,115901070001800026,"서울 동작구 사당동 180-26"
cx_0101e6b280d42112,"길음뉴타운2단지푸르지오",성북구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,112901340012800000,"서울 성북구 길음동 1280"
cx_01102d6d47e63118,"롯데캐슬헤론",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501010007540001,"서울 서초구 방배동 754-1"
cx_0111aee17f914cd3,"목동대림",양천구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,114701020004050000,"서울 양천구 목동 405"
cx_0118168189afffaf,"현진아파트",도봉구,NO_MATCH,EXACT_JIBUN_ADDRESS,113201070002540005,"서울 도봉구 창동 254-5"
cx_011d09c356c0acd7,"은하아파트",양천구,NO_MATCH,EXACT_JIBUN_ADDRESS,114701030001400023,"서울 양천구 신월동 140-23"
cx_01210eca6e2ee4cc,"마곡수명산파크2단지",강서구,NO_MATCH,EXACT_PARCEL,115001060007410000,"서울 강서구 내발산동 741"
cx_013b7cb67d85f608,"백운한비치ⅱ",금천구,NO_MATCH,EXACT_PARCEL,115451030010180000,"서울 금천구 시흥동 1018"
cx_013bfc6baa047f60,"도시그린빌라",종로구,NO_MATCH,EXACT_JIBUN_ADDRESS,111101750001810121,"서울 종로구 숭인동 181-121"
cx_014d00d6c5f8bb9e,"신도림아르디에",구로구,NO_MATCH,EXACT_PARCEL,115301010006950000,"서울 구로구 신도림동 695"
cx_0150f117825323ce,"삼성아트빌(715-32)",관악구,NO_MATCH,EXACT_JIBUN_ADDRESS,116201020007150032,"서울 관악구 신림동 715-32"
cx_015ee99e1bdda66f,"우방아파트",성북구,NO_MATCH,EXACT_PARCEL,112901380003120000,"서울 성북구 장위동 312"
cx_016721d1bffdbdb2,"신반포6",서초구,NO_MATCH,NO_MATCH,116501060000740002,"서울 서초구 잠원동 74-2"
cx_017398cc9873eff8,"기아하이츠빌",관악구,NO_MATCH,EXACT_JIBUN_ADDRESS,116201030010530004,"서울 관악구 남현동 1053-4"
cx_01799f6c9c0c06ed,"주암",성북구,NO_MATCH,EXACT_PARCEL,112901010002860000,"서울 성북구 성북동 286"
cx_018046f12e2f03a6,"그랜드",구로구,NO_MATCH,EXACT_PARCEL,115301060003230000,"서울 구로구 고척동 323"
cx_018806cc9fb6e2e0,"신구드림하우스",서초구,NO_MATCH,NO_MATCH,116501010009630016,"서울 서초구 방배동 963-16"
cx_019508a9ebcb4a00,"방학지음재힐스",도봉구,NO_MATCH,EXACT_JIBUN_ADDRESS,113201060007170002,"서울 도봉구 방학동 717-2"
cx_019b28227c455a53,"삼성",중랑구,NO_MATCH,EXACT_JIBUN_ADDRESS,112601040001610004,"서울 중랑구 묵동 161-4"
cx_019b3fbe56815f11,"대명아파트",노원구,NO_MATCH,NO_MATCH,113501030002700071,"서울 노원구 공릉동 270-71"
cx_019cfd03228aaa9e,"동부센트레빌",강서구,NO_MATCH,EXACT_PARCEL,115001090008700000,"서울 강서구 방화동 870"
cx_01a01c194bce0a20,"휴먼스타빌",강남구,NO_MATCH,EXACT_JIBUN_ADDRESS,116801040000050025,"서울 강남구 청담동 5-25"
cx_01aefa6c239af67f,"dk밸리뷰시티",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501080015840006,"서울 서초구 서초동 1584-6"
cx_01b2c37ed1e02431,"성원상떼빌",중랑구,NO_MATCH,EXACT_PARCEL,112601010015150000,"서울 중랑구 면목동 1515"
cx_01bad8410daff884,"포렛힐",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501010008030004,"서울 서초구 방배동 803-4"
cx_01c0dbf7da85cc41,"창신쌍용2",종로구,NO_MATCH,EXACT_PARCEL,111101740007030000,"서울 종로구 창신동 703"
cx_01c33322f9f5f00c,"후암맨션",용산구,NO_MATCH,EXACT_JIBUN_ADDRESS,111701010000010020,"서울 용산구 후암동 1-20"
cx_01c5b2fb53e06027,"시원트레벨",영등포구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,115601320005070000,"서울 영등포구 신길동 507"
cx_01c69913a2b3e585,"북한강(성원)",용산구,NO_MATCH,EXACT_PARCEL,111701290004220000,"서울 용산구 이촌동 422"
cx_01d89c141f86b0f4,"근상프리즘(957-1)",강서구,NO_MATCH,EXACT_JIBUN_ADDRESS,115001030009570001,"서울 강서구 화곡동 957-1"
cx_01db55db391c7225,"신주아파트b",도봉구,NO_MATCH,EXACT_JIBUN_ADDRESS,113201060006950021,"서울 도봉구 방학동 695-21"
cx_01e8ea7544ceffa0,"삼호그린(346-19)",강서구,NO_MATCH,EXACT_JIBUN_ADDRESS,115001030003460019,"서울 강서구 화곡동 346-19"
cx_01f243c38e5ae9c6,"강산빌라트",양천구,NO_MATCH,EXACT_JIBUN_ADDRESS,114701020007580001,"서울 양천구 목동 758-1"
cx_01fb422add36e9c5,"신내",중랑구,NO_MATCH,EXACT_PARCEL,112601040000130000,"서울 중랑구 묵동 13"
cx_01fd48fb77143f57,"미아에스하임",강북구,NO_MATCH,EXACT_PARCEL,113051010013730000,"서울 강북구 미아동 1373"
cx_01feeea2fcfb89f6,"마곡중앙하이츠아파트",강서구,NO_MATCH,EXACT_PARCEL,115001090008520000,"서울 강서구 방화동 852"
cx_0208853f4c4c3b3e,"센트럴파크아파트",강서구,NO_MATCH,EXACT_JIBUN_ADDRESS,115001030009000047,"서울 강서구 화곡동 900-47"
cx_020b58b065aff3e7,"태승훼미리2",강서구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,115001060006850000,"서울 강서구 내발산동 685"
cx_021fb106bcd398c3,"우성아파트2",도봉구,NO_MATCH,EXACT_PARCEL,113201060005080000,"서울 도봉구 방학동 508"
cx_022bdfc83b2e13a0,"신내6대주",중랑구,NO_MATCH,EXACT_PARCEL,112601060006500000,"서울 중랑구 신내동 650"
cx_02314be6d5712bc6,"마곡엠밸리9단지",강서구,NO_MATCH,EXACT_PARCEL,115001050007440000,"서울 강서구 마곡동 744"
cx_024dc87da85ec918,"청원다미소",중랑구,NO_MATCH,EXACT_JIBUN_ADDRESS,112601030002860022,"서울 중랑구 중화동 286-22"
cx_02535d4a8b1b6823,"구로아트빌라4동(806-33)",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020008060033,"서울 구로구 구로동 806-33"
cx_026cad617b3a239b,"위례캐스빌",송파구,NO_MATCH,EXACT_JIBUN_ADDRESS,117101040001040001,"서울 송파구 송파동 104-1"
cx_026eb8813d5f1a90,"lig5차",관악구,NO_MATCH,EXACT_JIBUN_ADDRESS,116201020002330011,"서울 관악구 신림동 233-11"
cx_0271ef95a6ce5e60,"상계주공9(고층)",노원구,NO_MATCH,EXACT_PARCEL,113501050006700000,"서울 노원구 상계동 670"
cx_0276fe98811f6b51,"공덕파크자이",마포구,NO_MATCH,EXACT_PARCEL,114401020004760000,"서울 마포구 공덕동 476"
cx_02786b4ea6ff6113,"두원빌드피아(510-3)",양천구,NO_MATCH,EXACT_JIBUN_ADDRESS,114701030005100003,"서울 양천구 신월동 510-3"
cx_027e85f77a9eb5e7,"세림리오빌",광진구,NO_MATCH,EXACT_PARCEL,112151030006590000,"서울 광진구 구의동 659"
cx_027fd36d246b79d3,"(794-22)",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020007940022,"서울 구로구 구로동 794-22"
cx_02807af7d759e808,"세진",양천구,NO_MATCH,EXACT_JIBUN_ADDRESS,114701030000200028,"서울 양천구 신월동 20-28"
cx_02870887feec7b9e,"현대홈타운스위트103",송파구,NO_MATCH,EXACT_JIBUN_ADDRESS,117101110001980003,"서울 송파구 방이동 198-3"
cx_0289dad383030c83,"용산큐브",용산구,NO_MATCH,EXACT_JIBUN_ADDRESS,111701220000240004,"서울 용산구 문배동 24-4"
cx_02904e5aeb9e11de,"럭키(462)",강남구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,116801180004620000,"서울 강남구 도곡동 462"
cx_0292f10df205df20,"블루힐",강서구,NO_MATCH,EXACT_JIBUN_ADDRESS,115001030003920057,"서울 강서구 화곡동 392-57"
cx_02a11fb82ff864ec,"공덕아이파크",마포구,NO_MATCH,EXACT_PARCEL,114401030001740000,"서울 마포구 신공덕동 174"
cx_02a357bf56a0420b,"오금그랑밸리",송파구,NO_MATCH,EXACT_JIBUN_ADDRESS,117101120000710008,"서울 송파구 오금동 71-8"
cx_02a8935685f2753b,"한국개나리",동작구,NO_MATCH,EXACT_PARCEL,115901080005040000,"서울 동작구 대방동 504"
cx_02acb3b4096c20a8,"화이트타운",용산구,NO_MATCH,EXACT_JIBUN_ADDRESS,111701190000050045,"서울 용산구 효창동 5-45"
cx_02cf244f3429ec17,"효창팰리스2차",용산구,NO_MATCH,EXACT_JIBUN_ADDRESS,111701190000050049,"서울 용산구 효창동 5-49"
cx_02d43e11d15ba140,"목동2차아이파크",양천구,NO_MATCH,EXACT_JIBUN_ADDRESS,114701020007580002,"서울 양천구 목동 758-2"
cx_02d46a6106c0e6b0,"현대10차(201,202동)",강남구,NO_MATCH,EXACT_PARCEL,116801100004360000,"서울 강남구 압구정동 436"
cx_02d8e414a0dc5f24,"청원주택",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020007790037,"서울 구로구 구로동 779-37"
cx_02d9b5ea6216d4b6,"용산파크e-편한세상",용산구,NO_MATCH,EXACT_PARCEL,111701250004170000,"서울 용산구 한강로2가 417"
cx_02dffbb75a7fd603,"신성수정",은평구,NO_MATCH,EXACT_PARCEL,113801090003580000,"서울 은평구 신사동 358"
cx_02e5c9223b4680c6,"센트럴큐브",성동구,NO_MATCH,EXACT_JIBUN_ADDRESS,112001010000120047,"서울 성동구 상왕십리동 12-47"
cx_02e64e5ce67673a6,"고덕골든빌(102동)",중랑구,NO_MATCH,EXACT_JIBUN_ADDRESS,112601040001680016,"서울 중랑구 묵동 168-16"
cx_02ee76373b7c7cb6,"도곡그린빌",강남구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,116801180009550000,"서울 강남구 도곡동 955"
cx_02f70a8814aac1b6,"구로궁전빌리지(771-42)",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020007710042,"서울 구로구 구로동 771-42"
cx_02facccab6bb6e6e,"이지마루종로",종로구,NO_MATCH,EXACT_JIBUN_ADDRESS,111101620001260002,"서울 종로구 효제동 126-2"
cx_02fcd2af306682a1,"래미안포레카운티",성북구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,112901380003220000,"서울 성북구 장위동 322"
cx_030b9c9b8245eb8d,"진흥아르미",광진구,NO_MATCH,EXACT_JIBUN_ADDRESS,112151010002520008,"서울 광진구 중곡동 252-8"
cx_03175a85d61224a5,"임광",강서구,NO_MATCH,EXACT_JIBUN_ADDRESS,115001020005620005,"서울 강서구 등촌동 562-5"
cx_031ff4f20904760b,"풍림",강남구,NO_MATCH,EXACT_JIBUN_ADDRESS,116801050001290020,"서울 강남구 삼성동 129-20"
cx_0320fd9e007e1f8c,"은마",강남구,NO_MATCH,EXACT_PARCEL,116801060003160000,"서울 강남구 대치동 316"
cx_032512f866e636ec,"삼동",양천구,NO_MATCH,EXACT_JIBUN_ADDRESS,114701030001090001,"서울 양천구 신월동 109-1"
cx_032e633e56c1014e,"효성하이타운아파트",도봉구,NO_MATCH,EXACT_PARCEL,113201060007390000,"서울 도봉구 방학동 739"
cx_033786b8ad5f7d75,"보라매e편한세상",동작구,NO_MATCH,EXACT_PARCEL,115901090007200000,"서울 동작구 신대방동 720"
cx_033b4ac5219a933c,"주성파크뷰",송파구,NO_MATCH,EXACT_JIBUN_ADDRESS,117101080000560006,"서울 송파구 문정동 56-6"
cx_033e2e19e3c45cbe,"삼종레이빌101동",양천구,NO_MATCH,EXACT_JIBUN_ADDRESS,114701030005190012,"서울 양천구 신월동 519-12"
cx_0353dc5bb867c1c2,"구산",은평구,NO_MATCH,EXACT_JIBUN_ADDRESS,113801050001990025,"서울 은평구 구산동 199-25"
cx_035907e6b74a22c0,"센트럴",노원구,NO_MATCH,EXACT_JIBUN_ADDRESS,113501050013730002,"서울 노원구 상계동 1373-2"
cx_0360b703d110b0da,"해오름",마포구,NO_MATCH,EXACT_JIBUN_ADDRESS,114401230004000002,"서울 마포구 망원동 400-2"
cx_0361f6df6713973b,"대명하이빌102동",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301090001840006,"서울 구로구 궁동 184-6"
cx_0366f500a2607f20,"삼성아파트",송파구,NO_MATCH,EXACT_JIBUN_ADDRESS,117101060000530005,"서울 송파구 삼전동 53-5"
cx_0375a86407a3f21f,"방배아트자이",서초구,NO_MATCH,EXACT_PARCEL,116501010032780000,"서울 서초구 방배동 3278"
cx_037850afe004aef6,"연세리버빌",강남구,NO_MATCH,EXACT_JIBUN_ADDRESS,116801040001020007,"서울 강남구 청담동 102-7"
cx_038a39feed832d81,"수유벽산2차",강북구,NO_MATCH,EXACT_PARCEL,113051030006480000,"서울 강북구 수유동 648"
cx_038a6cd957d4b9c7,"미라보(성림)",노원구,NO_MATCH,EXACT_PARCEL,113501050013200000,"서울 노원구 상계동 1320"
cx_039805c1aba9d7d0,"하나세인스톤3차",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020000460004,"서울 구로구 구로동 46-4"
cx_039d8309d4ebbaf2,"한티(933-0)",강남구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,116801060009330000,"서울 강남구 대치동 933"
cx_03ac185750c7ed77,"리치캐슬아파트",종로구,NO_MATCH,EXACT_JIBUN_ADDRESS,111101700000330085,"서울 종로구 명륜1가 33-85"
cx_03b339ecdc63e7ea,"남구로역동일센타시아",구로구,NO_MATCH,EXACT_PARCEL,115301030007790000,"서울 구로구 가리봉동 779"
cx_03b5caaf5e8b298e,"고척파크푸르지오",구로구,NO_MATCH,EXACT_PARCEL,115301060003390000,"서울 구로구 고척동 339"
cx_03c24c2d91c7fd1f,"역삼이안애비",강남구,NO_MATCH,EXACT_JIBUN_ADDRESS,116801010007770049,"서울 강남구 역삼동 777-49"
cx_03cadc9ddc6d8c1e,"동북아스위트힐(리버리치빌)",광진구,NO_MATCH,EXACT_PARCEL,112151040001180000,"서울 광진구 광장동 118"
cx_03e0959eec3d8057,"(807-1)",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020008070001,"서울 구로구 구로동 807-1"
cx_03e50ace7161e660,"예명",송파구,NO_MATCH,EXACT_JIBUN_ADDRESS,117101050002530002,"서울 송파구 석촌동 253-2"
cx_03e521ac4843257b,"시흥(817-29)",금천구,NO_MATCH,EXACT_JIBUN_ADDRESS,115451030008170029,"서울 금천구 시흥동 817-29"
cx_03e789e16461e7d8,"리치",도봉구,NO_MATCH,EXACT_JIBUN_ADDRESS,113201070006610088,"서울 도봉구 창동 661-88"
cx_03ee5bf586b57e8e,"알파임하우스1",강남구,NO_MATCH,EXACT_JIBUN_ADDRESS,116801070006490005,"서울 강남구 신사동 649-5"
cx_03f50b69620a49c0,"동원베네스트",강동구,NO_MATCH,EXACT_PARCEL,117401070006700000,"서울 강동구 암사동 670"
cx_03f659a7b733b18e,"e산이랑",관악구,NO_MATCH,EXACT_JIBUN_ADDRESS,116201030006020153,"서울 관악구 남현동 602-153"
cx_03f685cce4393150,"동일하이빌뉴시티",성북구,NO_MATCH,EXACT_PARCEL,112901360002300000,"서울 성북구 하월곡동 230"
cx_0404274c20500c85,"신성",은평구,NO_MATCH,EXACT_JIBUN_ADDRESS,113801090001550001,"서울 은평구 신사동 155-1"
cx_041292b1f079eab3,"위산일리온시티",은평구,NO_MATCH,EXACT_JIBUN_ADDRESS,113801070001100001,"서울 은평구 응암동 110-1"
cx_041a417c2bdcdaff,"예촌bc",관악구,NO_MATCH,EXACT_JIBUN_ADDRESS,116201030010720047,"서울 관악구 남현동 1072-47"
cx_041b686d4a0fe569,"현대",중구,NO_MATCH,EXACT_PARCEL,111401620008400000,"서울 중구 신당동 840"
cx_041fb347f32a4459,"대백세인트빌",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501070000870005,"서울 서초구 반포동 87-5"
cx_04229bd21427419b,"성산e동",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020008010026,"서울 구로구 구로동 801-26"
cx_0423b643b33112c0,"태천해오름101동",강동구,NO_MATCH,EXACT_PARCEL,117401010003550000,"서울 강동구 명일동 355"
cx_0426962552d7b323,"신성미소시티",강남구,NO_MATCH,EXACT_JIBUN_ADDRESS,116801060009040010,"서울 강남구 대치동 904-10"
cx_0427db0e71c98411,"엠엑스아뜨리에빌아파트",강동구,NO_MATCH,EXACT_JIBUN_ADDRESS,117401050003610014,"서울 강동구 길동 361-14"
cx_042955f1e0d49a1d,"은하",강서구,NO_MATCH,EXACT_JIBUN_ADDRESS,115001030010390002,"서울 강서구 화곡동 1039-2"
cx_042d4be3ff02fdc7,"삼성그린(205)",동작구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,115901070002050000,"서울 동작구 사당동 205"
cx_04320a6d0be23ded,"청계벽산메가트리움",동대문구,NO_MATCH,EXACT_PARCEL,112301050009990000,"서울 동대문구 답십리동 999"
cx_0437b90c48668f9e,"대우멤버스카운티(102동)",강남구,NO_MATCH,EXACT_JIBUN_ADDRESS,116801050000980009,"서울 강남구 삼성동 98-9"
cx_043c0e4c4a8ea9c9,"(749-21)",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020007490021,"서울 구로구 구로동 749-21"
cx_04560d46f1c29956,"센시티16",동대문구,NO_MATCH,EXACT_JIBUN_ADDRESS,112301050004880018,"서울 동대문구 답십리동 488-18"
cx_045b3608e450689c,"평화그린",동작구,NO_MATCH,EXACT_PARCEL,115901030005050000,"서울 동작구 상도1동 505"
cx_046a130dc255246a,"새진3차",관악구,NO_MATCH,EXACT_JIBUN_ADDRESS,116201010016180027,"서울 관악구 봉천동 1618-27"
cx_046faad0885c5f31,"아크로리버",광진구,NO_MATCH,EXACT_JIBUN_ADDRESS,112151030005890010,"서울 광진구 구의동 589-10"
cx_04909e9f1838a549,"오륜하이츠",강동구,NO_MATCH,EXACT_JIBUN_ADDRESS,117401080004430024,"서울 강동구 성내동 443-24"
cx_04a07ee54077972d,"윌턴빌",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501070001030001,"서울 서초구 반포동 103-1"
cx_04a453b6ca3d373c,"dmcsk뷰아이파크포레",은평구,NO_MATCH,EXACT_PARCEL,113801010004190000,"서울 은평구 수색동 419"
cx_04ae8cb93ae0c3b9,"(66-3)",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501020000660003,"서울 서초구 양재동 66-3"
cx_04b01504ce39ef71,"정산(102동)",강동구,NO_MATCH,EXACT_JIBUN_ADDRESS,117401070004410002,"서울 강동구 암사동 441-2"
cx_04b870c4cd22ed69,"강변현대",송파구,NO_MATCH,EXACT_JIBUN_ADDRESS,117101030002990001,"서울 송파구 풍납동 299-1"
cx_04df929e77333462,"보람더하임",용산구,NO_MATCH,EXACT_PARCEL,111701290004350000,"서울 용산구 이촌동 435"
cx_04e35eb2cb2d5589,"신마곡벽산블루밍",강서구,NO_MATCH,EXACT_PARCEL,115001090009040000,"서울 강서구 방화동 904"
cx_04e6e3e2993a3113,"상기",성동구,NO_MATCH,EXACT_JIBUN_ADDRESS,112001100005000007,"서울 성동구 금호동2가 500-7"
cx_04f2c995d236c997,"두이노블레스",동작구,NO_MATCH,EXACT_JIBUN_ADDRESS,115901030004410002,"서울 동작구 상도1동 441-2"
cx_04fef3c47cbd0ab4,"신세계",금천구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,115451030008230000,"서울 금천구 시흥동 823"
cx_051c23654c229686,"등촌파밀리에더클래식201동",강서구,NO_MATCH,EXACT_PARCEL,115001020007230000,"서울 강서구 등촌동 723"
cx_0525e6637ae1c5ec,"창동역블루핀1동",도봉구,NO_MATCH,EXACT_JIBUN_ADDRESS,113201070007430028,"서울 도봉구 창동 743-28"
cx_0526b3f05d1534d5,"도원빌",강동구,NO_MATCH,EXACT_JIBUN_ADDRESS,117401060004460004,"서울 강동구 둔촌동 446-4"
cx_0527a0e04e3831fe,"현대테라하임101동",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501020000110120,"서울 서초구 양재동 11-120"
cx_0529f56600cb245f,"중앙하이츠",강서구,NO_MATCH,EXACT_PARCEL,115001040014670000,"서울 강서구 가양동 1467"
cx_0535cb875916c0b0,"현대(고려)아파트",노원구,NO_MATCH,EXACT_JIBUN_ADDRESS,113501030005900001,"서울 노원구 공릉동 590-1"
cx_05449de8edc18a4d,"레오",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301070003040012,"서울 구로구 개봉동 304-12"
cx_05497fef6901049f,"67디벨리움",노원구,NO_MATCH,EXACT_JIBUN_ADDRESS,113501030006700007,"서울 노원구 공릉동 670-7"
cx_0550fc2e78f2d9cc,"거성푸르뫼2",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301070000600082,"서울 구로구 개봉동 60-82"
cx_05573e7622d2a1d0,"한화꿈에그린thefirst",노원구,NO_MATCH,EXACT_PARCEL,113501060006060000,"서울 노원구 중계동 606"
cx_0559c7e5d3fbb329,"우장산태승훼미리",강서구,NO_MATCH,EXACT_JIBUN_ADDRESS,115001060006710028,"서울 강서구 내발산동 671-28"
cx_055cb985e428bb28,"서진프라자아파트",노원구,NO_MATCH,EXACT_JIBUN_ADDRESS,113501030004920003,"서울 노원구 공릉동 492-3"
cx_055d4ad11302f025,"심미",양천구,NO_MATCH,EXACT_JIBUN_ADDRESS,114701010009160015,"서울 양천구 신정동 916-15"
cx_055e18ad3a5b7cf8,"(717-39)",구로구,NO_MATCH,EXACT_JIBUN_ADDRESS,115301020007170039,"서울 구로구 구로동 717-39"
cx_055fefb48bd8d928,"우리스페이스(113-28)",은평구,NO_MATCH,EXACT_JIBUN_ADDRESS,113801070001130028,"서울 은평구 응암동 113-28"
cx_056964e5526f7c92,"메트로",강남구,NO_MATCH,EXACT_JIBUN_ADDRESS,116801060009010051,"서울 강남구 대치동 901-51"
cx_056f6c312f58677f,"sm이로빌3차(358-18)",동대문구,NO_MATCH,EXACT_JIBUN_ADDRESS,112301060003580018,"서울 동대문구 장안동 358-18"
cx_05750f52b480a2e6,"강서센트레빌3차(894-0)",강서구,NO_MATCH,EXACT_PARCEL,115001090008940000,"서울 강서구 방화동 894"
cx_057d9a064487808e,"광남캐스빌(510-1)",강동구,NO_MATCH,EXACT_JIBUN_ADDRESS,117401080005100001,"서울 강동구 성내동 510-1"
cx_057e93adc14d9157,"반포루이캐슬",서초구,NO_MATCH,MULTI_RECORD_SAME_PARCEL,116501070005500000,"서울 서초구 반포동 550"
cx_0585775c20fd2cf9,"하이파크",관악구,NO_MATCH,EXACT_JIBUN_ADDRESS,116201030010790003,"서울 관악구 남현동 1079-3"
cx_058ba2ee362c947f,"비콘드림힐(602)",노원구,NO_MATCH,EXACT_PARCEL,113501060006020000,"서울 노원구 중계동 602"
cx_058d1ab795601eda,"반포미도2차아파트",서초구,NO_MATCH,EXACT_JIBUN_ADDRESS,116501070000600005,"서울 서초구 반포동 60-5"
cx_05a1ee77980d4f3d,"순화동더샵",중구,NO_MATCH,EXACT_PARCEL,111401680001510000,"서울 중구 순화동 151"
cx_05ad0f7576c1f370,"세양청마루",마포구,NO_MATCH,EXACT_PARCEL,114401110004510000,"서울 마포구 신수동 451"
cx_05bed606ed3a4d00,"parkpalaceii",양천구,NO_MATCH,EXACT_JIBUN_ADDRESS,114701020005580007,"서울 양천구 목동 558-7"
cx_05c80b71092d82ab,"위하우스아파트",강서구,NO_MATCH,EXACT_JIBUN_ADDRESS,115001030009160002,"서울 강서구 화곡동 916-2"
cx_05cc94c73f2a6ccf,"cj나인파크",용산구,NO_MATCH,EXACT_JIBUN_ADDRESS,111701220000240006,"서울 용산구 문배동 24-6"
cx_05e084694031f177,"캠퍼스드림오피스텔",동대문구,NO_MATCH,EXACT_JIBUN_ADDRESS,112301090003360032,"서울 동대문구 휘경동 336-32"
cx_05f1cec8cd50bbe1,"대경아르체",서대문구,NO_MATCH,EXACT_PARCEL,114101190004880000,"서울 서대문구 북가좌동 488"
cx_060b60dbd1b52d4a,"빌드아르떼apt",도봉구,NO_MATCH,EXACT_JIBUN_ADDRESS,113201050001030085,"서울 도봉구 쌍문동 103-85"
cx_060ca34c0c222149,"방주기픈샘",양천구,NO_MATCH,EXACT_PARCEL,114701030010300000,"서울 양천구 신월동 1030"
