"기준연도","기준월","법정동코드","도로명주소","시도","시군구","읍면","동리","특수지코드","본번","부번","특수지명","단지명","동명","호명","전용면적","공시가격","단지코드","동코드","호코드","건축물대장PK"
"2025","1","1171010100","서울특별시 송파구 올림픽로 99","서울특별시","송파구","","잠실동","0","19","0","","잠실엘스","131","101","84.97","1716000000","20107304","31","5","10251100214253"
