complex_id,pnu,sido_code
cx_2af75a12e6743d6f,4719011200104890001,47
cx_2b022d4da54ade8b,5214012300105110016,52
cx_2b04a8296940316d,4427036021100500010,44
cx_2b058151a5534613,1230011400109690005,12
cx_2b06fbca5ff56cfd,3023010300100540000,30
cx_2b0e90df119a89d2,1224011900109270002,12
cx_2b14c88fb5571822,3011013600102050000,30
cx_2b23770bb63b662f,3111011100100370007,31
cx_2b34d40c1602b298,4711125325105940000,47
cx_2b411e6ff4f4e8e2,5211312300112290000,52
cx_2b4540ee0ac55ae5,4421010200101370002,44
cx_2b462eeb285f3417,1227010800102490000,12
cx_2b48bbaa316b44eb,4817011800107000001,48
cx_2b495f45656e9cb9,2827510800105220003,28
cx_2b5929c08d919268,4729011100102400000,47
cx_2b65f47c1853259d,4729012600105950000,47
cx_2b6be32f21d67f13,4311311500118330000,43
cx_2b70404851fbc97f,5117010100111020000,51
cx_2b73c1cb4fc770d7,2818510500109230000,28
cx_2b7878fda042c3c9,1215011400113470000,12
cx_2b8a2c8fcf8a57ce,1233011900110610000,12
cx_2b8c86b9b8b75320,5214011400105140001,52
cx_2b9cbeb8c1347373,1227011400105580000,12
cx_2b9f97b269ab7a66,5176034026106910045,51
cx_2baaa1a487b078ff,3171034023108400000,31
cx_2bb18cdb751695e2,4825010400108860000,48
cx_2bb572472b648d68,5211114200115400003,52
cx_2bb83d8dd0b9bb15,4311313800101250000,43
cx_2bb85bfe4146a567,1233011900110190001,12
cx_2bdaf175c3715eca,1230010700110350000,12
cx_2be209e338be06da,4817012500104540001,48
cx_2bf50c97715025eb,1233011800112680000,12
cx_2bf5d42c98198d81,2820011000106030001,28
cx_2bf76ceb969edcd2,4719011400107920015,47
cx_2bfe19d193a72034,2711015500100120011,27
cx_2c037b0896d07898,1233011800111080001,12
cx_2c0447ca697aff9b,4831011100106510002,48
cx_2c0b515834d2925f,4311311400133770000,43
cx_2c1e8ea587b865a2,3114010500114030001,31
cx_2c1f9430b5ba05d2,2812510300100010009,28
cx_2c2639910e78b763,4817012600104010000,48
cx_2c27e0db23f5b912,3020012200103920001,30
cx_2c2b998ff9ad11ed,5213013400108950016,52
cx_2c2f5fb58035999b,1211010200103220000,12
cx_2c33abe249e0515b,4713012400105080008,47
cx_2c354e39243d19bb,3114010800109100000,31
cx_2c37128b7ed00a9e,5214012200108210000,52
cx_2c6d1672f7b54bc5,4785025021105900000,47
cx_2c839cb0ea470e31,2820011000106040001,28
cx_2c877c7568fa2b58,4711125325105810004,47
cx_2c8c4ca7b0b6498b,3611032023102550000,36
cx_2c93e152e8d30bbc,2827510300103140000,28
cx_2c971ef08479b1c0,2824510100102250001,28
cx_2caa8a6f7133ce65,4480025625109470001,44
cx_2cacc67d1be8b83a,5211313900106430000,52
cx_2cb05b004dca7ef2,4719011000100020000,47
cx_2cb0bfa0664fc7b5,4711312200107860001,47
cx_2cbe30299c893b0a,5214011100111390000,52
cx_2cc3c8256b9c7645,2729011200102040001,27
cx_2cc699133da22fe0,1227010600112420005,12
cx_2cd327a52d0eb1f4,4375037027100730003,43
cx_2cde3020ff2c0f0c,2726010200110320001,27
cx_2ce2143ad08ea373,4825025026116110004,48
cx_2ce325b14676fc75,4824025021103010005,48
cx_2ce75a310e44aa6c,3020011100106170003,30
cx_2ce9ef04a4caa271,4874025322109540002,48
cx_2cf527fb666497b8,5213014200100510001,52
cx_2cf6d0a25ae85ba7,4717037021108290103,47
cx_2cf700a3292e197f,1211016400112460000,12
cx_2cfc52ffe7979bfb,4413325621100390000,44
cx_2d02e346b113f23c,5213012700103850019,52
cx_2d070ad23663a299,4785025623115110000,47
cx_2d0d31efb5c8f175,5211112900109600002,52
cx_2d15d20517abfc08,2818510200103500000,28
cx_2d1b31424bbb2b40,4812515800100370004,48
cx_2d262c697ffb5fc9,5115011400109400023,51
cx_2d2910fa4cae7a8e,2614010300100630002,26
cx_2d4694ecf4ba61cc,1224012800111270000,12
cx_2d4937c9375c7046,4822011100110300007,48
cx_2d4fd0aa422b43a9,4827010300112410000,48
cx_2d57ebb3b8aea7de,5011025023104170001,50
cx_2d5945d59241c5ad,4729011000106430000,47
cx_2d6b689b244534ac,4783034035101390001,47
cx_2d7454ff8f4fbee0,4481025030106410000,44
cx_2d7a02cfe778cec0,1224012800111010000,12
cx_2d7cbf4c62434200,5013010300115400000,50
cx_2d93c84c210f5abc,4311410400104490003,43
cx_2d953ae517a2c568,1233010200113140000,12
cx_2d9ede105e2dc806,1285025021114530000,12
cx_2dac402a333437a1,3011013900100470012,30
cx_2dad49fd70735007,1233010800100830000,12
cx_2dbfff77039fca80,4420010700100010045,44
cx_2dc6d27f9479627d,5211311500105990000,52
cx_2dd720c668fec4ea,4315011600103250000,43
cx_2de0b2c399b23230,4375025028108840000,43
cx_2de1490742b1ea5c,4427038023108730000,44
cx_2de4b6935cd92312,1224013000108150000,12
cx_2de74198e764d17f,4790025027100780001,47
cx_2de85fefaf6bcf11,3020015200104320000,30
cx_2de88ec557b90cdf,4825013100112910000,48
cx_2df066fb7084d495,1213013400113950000,12
cx_2df194d9cea374ec,1211015900101260000,12
cx_2df61f4782055263,1219010600113540000,12
cx_2e1b5664666b6d50,4311331034101260008,43
cx_2e1c8d4a9e85bac5,4311311400102210012,43
cx_2e353745b1e36962,2824510200109630005,28
cx_2e3f91bc0c6dc753,4413310300109190000,44
cx_2e48bf4259361edf,3020012700104310006,30
cx_2e5caaecd0605192,5211114200115400001,52
cx_2e6ff999ff379c8c,4833011000106050000,48
cx_2e7463474e02252f,5011010200101130003,50
cx_2e74bb44cf9fe7de,4723010300101200000,47
cx_2e77f66481285e87,4827010400106230000,48
cx_2e796e2f0c65863b,4717011000110930000,47
cx_2e7facf19f6815c7,1215010700104070000,12
cx_2e80fef51a0a9315,4420011100102310000,44
cx_2e891d756a117697,4784025024120940000,47
cx_2e8f1834457817bd,4812131030101440001,48
cx_2e959430db69384f,3017011300102180000,30
cx_2ea5eb4cf84a2072,1230012700108490001,12
cx_2ea98b464dcf1720,5214011400108830000,52
cx_2ec2dc3f88f8767b,5176036021101150000,51
cx_2ec88f11171293cd,2726010800103560007,27
cx_2ecc5bd281296562,5179032026111420011,51
cx_2ecd304a53d86cd6,1233010200108260000,12
cx_2ee6fd477dd19a38,2815510100118760001,28
cx_2eff77021c9eaebd,1221012600106690000,12
cx_2f017d7ab26da2b4,4315012100109030000,43
cx_2f075d9766f40434,4421010900113340000,44
cx_2f09e78c14332203,4729012600105750000,47
cx_2f1642c0011c51ae,4313012200111720000,43
cx_2f2850806cf15dfb,4423010900111080000,44
cx_2f2e946909b09107,4833025324127850004,48
cx_2f354aae2a9f35a1,5011010200101130006,50
cx_2f3e6d31b12c8325,1282025022103790010,12
cx_2f4d88dbbe1231b3,5214011100109950005,52
cx_2f509053a268800b,4825011800104580010,48
cx_2f571a13ebac8a3b,1221010900118690000,12
cx_2f598225ad7d1af4,4825025027109730000,48
cx_2f6542b73fa94edf,1215012600109820000,12
cx_2f66a94c58ed6b92,4812312700100450001,48
cx_2f6bf2bf5a53e8bc,4375025022108270000,43
cx_2f711cc819eb2467,5211113300109430000,52
cx_2f781cd7a367e31f,4413136021107090000,44
cx_2f83d48f60111343,3111011100104120002,31
cx_2f866057a3544039,5213014400101530011,52
cx_2f9fd886dae1470c,1233012800106850001,12
cx_2fa201e183b61a6a,3020011100105500009,30
cx_2fa9ca302b9eb5a3,4311111700102330025,43
cx_2fb014f70fcc0ed3,4427039031108610000,44
cx_2fb28f6437cbc56e,5213031024110460000,52
cx_2fb39ba1820fb487,2614010100100240000,26
cx_2fb561a8c153682e,1233011700108860001,12
cx_2fbac0e7e4b68c18,2829010500108520001,28
cx_2fc3cd55424a3e97,4723010300103500002,47
cx_2fc4c4f1f07eac50,5172025023102610003,51
cx_2fd1a8d9d9476c4e,4812313100100200007,48
cx_2fda33e75f6a9724,3611010900121010004,36
cx_2fdc312944ea8a6a,4420036021102920000,44
cx_2ffc7d5fb381c4df,1219010800107320000,12
cx_3005dd34ecca1c42,3114010800103830001,31
cx_30105eeca22e64db,5214013400111080000,52
cx_3017df3b357a5a94,2812510300100660051,28
cx_30263cbf8ecf56e2,2827510500102850000,28
cx_302801d9d553f15f,1221012500109020000,12
cx_302aab40cdc79383,1219010700111710001,12
cx_3033a215210f9a93,1227010800108700000,12
cx_304088834eec03b9,2829010900100800000,28
cx_3041d8b39b87adea,1221011000100790003,12
cx_3049c60d67497144,2824510600102130002,28
cx_304d71b564234b87,5123010600107330001,51
cx_304e8f2a28352348,3017011200118120000,30
cx_30517c2e1b97f577,1233012500105440000,12
cx_3061547ea73242ef,4480025625113730000,44
cx_30653316f000c702,5113011200127370000,51
cx_30775713aa5ff91f,4825010900114270000,48
cx_30bc89735021c36e,4713012400103080002,47
cx_30bf2e24c4b186cd,1233011500107610005,12
cx_30c0344485f86734,5213013400139670000,52
cx_30c2415df96d4f3b,1219010600113560002,12
cx_30cebe3a1dfc8c75,1224011800112330010,12
cx_30dd7cfe7f917427,2726011400103780000,27
cx_30eef9be266975a4,3023010800103890000,30
cx_310075c62004504f,3014010500101060048,30
cx_3104f318919ecd5a,4413310200106960004,44
cx_310ab83803ffa2a4,2623011000106680000,26
cx_310c30f64f58c3a5,3017010600106340000,30
cx_311ff855ba319925,2823710700103080003,28
cx_3128e02417443097,5179025023101720000,51
cx_313499c5c6f116ff,3023011200102070025,30
cx_3135ad2b9ad0193b,4711325047108460000,47
cx_313c5a4ab7e04c45,4812725026101930000,48
cx_315686bf8c49f6ca,4812313300100220000,48
cx_31588c9bd6d0b0a0,3120012500108940001,31
cx_3162ce82cac769a9,4413310200113470000,44
cx_316c46d4d2fba5f2,1224013000104470009,12
cx_317cc891c18b7dfa,5221010400111320000,52
cx_317ec122aaa32b5a,5211311700106340000,52
cx_3184afdbbde36151,4711312100114550001,47
cx_318d1d58b53b9a4f,1230011600105330000,12
cx_31927dee2f8144a6,2823710400103900005,28
cx_319e0f30aaae1a22,4812110600105360002,48
cx_31a777e963b2f8da,4824025025104600001,48
cx_31acb4072ce8aefc,4717013300109200001,47
cx_31c063ae637e3245,4812710500101020001,48
cx_31e49bfc46578a8b,5218010600115200000,52
cx_31f74ef0a370d5a3,4812514000103270008,48
cx_320bf9b1c234dc77,4311311300117640000,43
cx_321423080074bc0e,4421010900100780001,44
cx_32247d4c1e5c36ca,5115010100101220000,51
cx_32272a6eafd63b7f,3017011200109080003,30
cx_322fd14a90e7e8e4,2817710500114250002,28
cx_32309b054ee5bf67,2827511100100850001,28
cx_3230da94910f5e41,3117010800102380029,31
cx_3231a2fd7c462fb9,2824510100102800005,28
cx_323dc8d62f5306d9,1233011500107560002,12
cx_324f0112118d0be9,3020011100110370000,30
cx_324f206e23cad6c6,4825012800100610003,48
cx_3264cba80298816b,4315011600110460000,43
cx_326a2088b7517516,4711311700100170000,47
cx_32727abb7a25c293,2729011500114750000,27
cx_3272d5b5e4e645ce,4719011400103520001,47
cx_3272e34ac6526c4f,2829010800117190005,28
cx_328444ea472a2794,2714010100106740020,27
cx_32871dc4c6993f14,1224012000113310000,12
cx_3295e83f17cd9c0e,1230013000106710000,12
cx_32a4f942bf81740b,1227011500106060000,12
cx_32bcc31c9fcbee42,4313038526106610000,43
cx_32cc571d489254ae,1213013100109450000,12
cx_32de72022fed2061,5211112900107630001,52
cx_32edb14bc127e993,5115011000117620000,51
cx_32efbe93446b2b8c,3171025924102450000,31
cx_32f52a32816dc083,4421010200112570000,44
cx_32f858f1fd7df90e,1230011700102320000,12
cx_32fa15b207e43792,5011011100100100001,50
cx_32ff10db32591d86,2623010800102900027,26
cx_3302dda8d54d38f7,4812915100108650001,48
cx_332248b30c0da8fe,4311410200108570000,43
cx_3324240af384e64b,5011013700123250007,50
cx_332e6b0293418f33,1224010600101170000,12
cx_3330b8c2d04a4a46,4420010200105370000,44
cx_333ddc4555368aff,3171025927102120000,31
cx_333ff3767ff09f43,4717011000115170087,47
cx_33484d9473bf3166,3011011700100230003,30
cx_3353f75de2055762,5211112600103340009,52
cx_335726dff1b1704d,2820010500107440000,28
cx_335cadd85854738a,1280025326103130001,12
cx_335da1c0b33a2b55,4825013000104480001,48
cx_335f015607d17cb1,4377037021111870000,43
cx_3372cbc9327ca285,5011010600103000004,50
cx_337ea50c85e30292,4427036021102050000,44
cx_3393acadedc3e836,5013010500101570000,50
cx_339d39b2dfbe5078,5119010100100490087,51
cx_33a819809a2da422,5011013500107170000,50
cx_33ba010bf6998ef3,1230010700110750000,12
cx_33bf13db7752bbc4,3020014000106560000,30
cx_33c754f291b42a7e,5213014400108340001,52
cx_33dce0abf0f20077,4415012000106860000,44
cx_33ea5a238eb87ae0,4888025025102550001,48
cx_33f6dd63a60a0b6d,2823710500103590000,28
cx_34057d026e217dc8,1230014100100010000,12
cx_3409d714bacb99e9,4311112500111160000,43
cx_3416d5440cda5a54,4413325626100590007,44
cx_3426346671d4e0ad,1213012200109370000,12
cx_3430d44fdef15ac8,1227011400105620000,12
cx_3435443dbf16fc9a,4825010900114210000,48
cx_3436c7cff208b2fd,2827510700103060001,28
cx_343a22a99ea56d2f,1211014500100010000,12
cx_3442041a8bb16ff6,2824510200100490004,28
cx_3456df24b8d33769,4833025324104090000,48
cx_345b62b116877a25,3017011200109700000,30
cx_345f87a6268555dc,1283025036100380000,12
cx_34610bcb1eb242ee,2647010100103070006,26
cx_346244c1fb73f396,2829010300100500001,28
cx_346b69322393a286,4729011100102760000,47
cx_347a2ebccf8b1ad5,2626010900105660003,26
cx_347c8d98c8f4c5d0,1280025329121740001,12
cx_3485a2943bd177b6,4311311300116930000,43
cx_3493b6d14be6fdf4,5178025622104610000,51
cx_3495d36d1be7c356,4833031026114470004,48
cx_34a33b4c7cc8b958,1213013700107400000,12
cx_34a7ce9b9e3046e9,5211310300110290000,52
cx_34a7e6e94216efcb,4719012300110630000,47
cx_34aceae81d3373d1,3111010300105970001,31
cx_34b725f3687fa589,4711311700104240007,47
cx_34be84646819fbfe,5119010100100870008,51
cx_34c215e772998ccd,1227010800102140002,12
cx_34c31df99a377ae8,1233010800100460002,12
cx_34ddc257b4cf6294,3017012800100010001,30
cx_34e07cea01de51db,4887025024102960000,48
cx_34e7ee92abc29ddf,1284025026105330000,12
cx_34ec8cab61b72aee,5011011400123180000,50
cx_34eec67666ebb148,5111012000100870000,51
cx_34f5cf1cd4f7bd5e,4413111900105460000,44
cx_3504cd067f039b95,1230010900102290000,12
cx_350dcfa2512aca3f,3114010200101960000,31
cx_3517a3eee2523285,1233011700108860002,12
cx_352fffa1a274f5cb,4831010500113370000,48
cx_3544acbed2208b31,4812313500100670002,48
cx_354685664e68bca2,1213012800101750009,12
cx_354e8faf7c988a88,5172025024105490000,51
cx_3554914bf2633b7e,4729025030111070000,47
cx_355f88bdc9e03293,5211112900107640001,52
cx_3565c4c362d31072,4311410300113790000,43
cx_356956a8af51059a,3114010100115430000,31
cx_356d9c5b24c0ad83,2817710300101250001,28
cx_357e245fc2503213,5177025321100650010,51
cx_3584807e6ef1e8e2,4812914000106600000,48
cx_358e4264f99b4279,1230011300102020000,12
cx_359ffbc2f92a5bdd,5011010200101130005,50
cx_35a17eb67ffbd5ef,5117010100107910000,51
cx_35adab31f4031f75,2711015400119160000,27
cx_35bee60cf8667123,4812510100107890000,48
cx_35c10b6b82111a2b,3114010500101180001,31
cx_35e2447c14c67ead,3017010600106380000,30
cx_35f6ddab7eefe912,1215012600109520000,12
cx_35f7616ca2b010b8,4825013100114030000,48
cx_36038df4d90d73e1,4831038024105020000,48
cx_360d85202dd37095,4817012600108020000,48
cx_361214b8c5524660,3611011400102600000,36
cx_3612396b6b7f1dd5,1230011500108720002,12
cx_3618b0260da53276,5013010500113120000,50
cx_361a0c54d94fd6d9,3611010300132010003,36
cx_3643f306c10c64a1,4717011000116250000,47
cx_36493aeaa10ad566,5213014200104840000,52
cx_364d873ae8d42a82,4413111500106090000,44
cx_3657282e0711d8a5,3114010200106510003,31
cx_36588fbfb5b86a2b,2820011000100660024,28
cx_3679db66d76c5fb2,1215010900110220000,12
cx_367fdcb2d4cf25d6,4311311700104590000,43
cx_368a618cf4d4ec9f,4717010500102770002,47
cx_36904329618284c6,1224011900108590001,12
cx_36a65eb1faa32e26,4833011900111080088,48
cx_36a716715370a6f2,4413310800114970000,44
cx_36aa1f88d5595bd9,4783025326109060047,47
cx_36aca1f5043496ce,1217013400106240000,12
cx_36b5d88da6a65ef9,4833012000111640000,48
cx_36b7d1df3ae64233,1224013100100010000,12
cx_36b99331a49eec5b,1284025024108450001,12
cx_36bed1fabbdf2245,4812511800100130024,48
cx_36c032e885e1499d,4315012400107790000,43
cx_36c83825efdf5f89,4423010500100950000,44
cx_36cea46e1ee5568d,4812313300100230000,48
cx_36d2e9b72e01fc75,1219010600112940000,12
cx_36db7de62460de64,4833011900105680020,48
cx_36df5d59cc2879c0,4374525032107220001,43
cx_36eab726ac330a4a,4311210400101090000,43
cx_36ee9931876cede4,3111010500100820001,31
cx_36f87cebc2b94322,5211310600106960000,52
cx_371109ae95d47fdb,5211113700107640001,52
cx_3712a7e26c80bbd7,1221012600106680000,12
cx_371b4e3285b39332,1211015800111290001,12
cx_3722bf9e70e87586,5111012100106010000,51
cx_3733d6765920e2c0,5119010100100240000,51
cx_3736e0f6989b2742,2824510200103370011,28
cx_3751bf3ae13e747b,4729010700108280000,47
cx_3755a4b19aa616ce,4872025023115580000,48
cx_375ddf837ebb33c8,2711015700100440017,27
cx_3760896fe2e316a8,5213014500108960001,52
cx_3763be5bac6151b6,4418010500100380009,44
cx_376426c277fc528c,3023011100101770002,30
cx_37677c0ecf7efe0b,4721010400104520000,47
cx_37687e5bc39f0cc3,4711125323101410001,47
cx_3771e7cbef614d65,2824510900103130000,28
cx_3778f3130cbec6b8,1219010600114160000,12
cx_37827e7dce2386ee,4713011400102730000,47
cx_3785dc9f6baf63e1,1227010500106860000,12
cx_37a8e6e10a58c68e,5123011700101730000,51
cx_37acc092643850cb,4825010700114390002,48
cx_37b87bb3b10527cc,3017010100102820000,30
cx_37c9636ae94e6c15,2771025024109750000,27
cx_37cd5edc14fdb585,4824010900108000001,48
cx_37cfa21ec3b307b1,4425031522100140006,44
cx_37d2fb4d63ee77e8,2827511100101030015,28
cx_37d43a2ce73a8b0f,3611010800122020003,36
cx_37d4ec783c2d3ec5,1221011900104690001,12
cx_37d52fead4ee438b,4311112400101630000,43
cx_37dc60233a3ffbcc,4423010500100800000,44
cx_37ed4e6cdc298bb6,4311332021105890005,43
cx_37f222063cfc44f7,3111010300104600072,31
cx_37f50e99bdafcec7,1230011600108390000,12
cx_3814925bd0976d95,5211312200102850000,52
cx_381c2a17a795c810,4831010600115640000,48
cx_381fa100afc97c05,4882025024105800001,48
cx_38233e4dbf0c27bb,5172025024100230027,51
cx_3847cc44b61ddc82,3114010800104550004,31
cx_384bed991be3b785,4713012400100730008,47
cx_38507c229c94ded1,1215031022119640000,12
cx_3855201db6baa951,4311410400106970000,43
cx_38653e31fd3d5180,1227010500104190000,12
cx_387fbaac1f18cdff,1227011000105390000,12
cx_388665ee819e2620,4825010900112490007,48
cx_3886a2a8fb325126,1224011900100230020,12
cx_388dc09ae3b31785,4831010900111020000,48
cx_388ffe00860961a3,5271025029112410001,52
cx_38990ea1e4d55605,5115012500104400000,51
cx_38a7f8cfd92a33bd,4812310200111270000,48
cx_38c7c092379f42f9,1233014500112650000,12
cx_38d6bf0d7896df16,2726010200108600001,27
cx_38d71c47d55cb50e,1219025032104800000,12
cx_38e4d38f50c6c26c,3611034021102630000,36
cx_38e7291b10c260b6,3017011100103430001,30
cx_38ea77b300c3c9da,5214011400106770002,52
cx_38edbd2b7cf70fc7,1230011500109790001,12
cx_3945f05a5adbb5f7,2647010200115900025,26
cx_394a011322f2ba97,4812515800100470001,48
cx_394db1dbeef34c02,4825012800105830003,48
cx_395d14d4c9ae4ef6,1224011900100230037,12
cx_395fc8c4f0ad758b,3120012600112360003,31
cx_39670a4b691dd2bf,4311311500118310000,43
cx_3970f3689efc53e9,1233010100107630012,12
cx_397203aa40019179,4824031024105200000,48
cx_3976759e8d43ff8b,4480025021106520000,44
cx_3980a495359c8c31,4822011700103650001,48
cx_3983f535666c98d8,5113011700118180010,51
cx_39852e1423e25c8c,5113011000110840002,51
cx_3989ee3c3804e58b,4812513800101000000,48
cx_399195b1432a6582,4413310700100650000,44
cx_399546cf6431db6f,4425010100101630003,44
cx_399b8a34de19f239,4421025021106940000,44
cx_39a0371e9b651aa8,5218010300101460001,52
cx_39a38fdf37f525de,5214012300106950000,52
cx_39b1c2317850d199,4311311700104660000,43
cx_39cd485804306c36,4427010400112550000,44
cx_39cff761a85e47b7,4825012500108050004,48
cx_39d0c503553274ed,4420010200101860000,44
cx_39e3570fd39d1181,5213012700104030000,52
cx_39f267b02d3a35ba,5115011600104690000,51
cx_3a034b3fb529a6d4,2823710100109370000,28
cx_3a099190329ff13c,5113011200101290000,51
cx_3a10ae222486070c,2820011000105880002,28
cx_3a19d469d96bd33d,4822010100110020000,48
cx_3a1e44aaae3605f3,1227010500106910000,12
cx_3a28ae63ebe9b2a4,5111012300110250000,51
cx_3a4ca5362c5f786f,5113025026101940001,51
cx_3a51d6aa04f8de89,5211312100100120010,52
cx_3a53c8520370f6a2,3014010300103620000,30
cx_3a76b4edcb855036,5121010600107810006,51
cx_3aa63ad876369405,4711311200103460000,47
cx_3ab036cf953b8444,5271025325102000007,52
cx_3ace7888298d3d72,2711015600124780000,27
cx_3ad8239789324d68,4723010300102110004,47
cx_3ad97a4d4c6e4c5f,2653010200101640000,26
cx_3ae1468388b5de94,5013025029125090000,50
cx_3af1fabe7d56f6a1,5011010200101130001,50
cx_3b060b39532ab195,4711312100104470000,47
cx_3b11846de2cde444,2635010400101530000,26
cx_3b20272ba7bec1bf,1213011700110100000,12
cx_3b215b2ce2c0734e,4729025622104810000,47
cx_3b2fc47e87c4b742,5213011000100260000,52
cx_3b330ea4883f6530,4874025023102890000,48
cx_3b349b7464457c2f,1224013100108150000,12
cx_3b42a565f4be3582,3611011100101590000,36
cx_3b447846e7456b1b,4812515800100380000,48
cx_3b5185f90ddb51da,3014011400104030001,30
cx_3b5b86532a8823c9,4413110300100630009,44
cx_3b67d3e93c07272a,5211114100111570004,52
cx_3b6ed2e3bd6429dd,4427010400112480000,44
cx_3b70d42ee2bf4c62,5121010800104150000,51
cx_3b79a0b7227d6996,1230010900100670000,12
cx_3b8a76ab6be6a0d7,1233011600106760002,12
cx_3b8cd6a383785a9a,4824012700105760000,48
cx_3bad72b99fe6b991,5211310300108580001,52
cx_3bb4036e66691592,2827511100101600001,28
cx_3bca16c20a804dfd,3114010400100220004,31
cx_3bdb403b8d8c474c,4413310400100630006,44
cx_3be0ce2c9a4e8c85,2635010600111400000,26
cx_3be1b0679bf246d7,4420011300107340000,44
cx_3be5c3ae95b16c70,4833025323112770002,48
cx_3bf7a51f663df716,1211010700101110009,12
cx_3c1ec41abb9ecd63,1211016400109940000,12
cx_3c2e39cac91d6343,4311112400101690000,43
cx_3c3589c5f15cc3da,4311112500112860000,43
cx_3c3ead19f60caffb,5177025622104700000,51
cx_3c40168c39e2a7ae,2829011000100390000,28
cx_3c4d47bb213bd3a6,4719025029113020000,47
cx_3c57a59da4286e22,2638010600100860006,26
cx_3c5a20fa831acc59,4377033031105230000,43
cx_3c5a305b92320a07,2820010200101930002,28
cx_3c5a9e4feb3762db,4313011500101800010,43
cx_3c5d6481f80a2bac,4822034024115650002,48
cx_3c699b69e1440a83,1217012100100390000,12
cx_3c6bd66c239cc09c,5117010700104510000,51
cx_3c856244ef210fbf,4413310400114660000,44
cx_3c8a1c8643fc577a,4427025333116290001,44
cx_3c90e8ff954aa388,1227011100107310000,12
cx_3c9187a606cd7f3a,5211313200110640000,52
cx_3c969d83b4dc21a3,1281025024100660000,12
cx_3c99291426844819,5214013400110400000,52
cx_3c9edff79eb69c2b,3011011500101780000,30
cx_3ca26c9d7f0b813f,4825032024115320000,48
cx_3ca6a6636884eff4,2817710500100800000,28
cx_3ca94ae404207121,4833010600105110003,48
cx_3caf073d7e398fa6,4729011700108940000,47
cx_3cb435b09474944b,3114010400118800000,31
cx_3cbd85128a907ebe,1224011500108960000,12
cx_3cbf6ac0574f1651,5211311400108870000,52
cx_3cc45352784d08e4,4812914200107600001,48
cx_3cd50426deba02a9,2820011000107660001,28
cx_3cfad06453d99677,2614010500103940007,26
cx_3d196976cb24a32e,4311210600112000000,43
cx_3d22501fdd096b3f,1283025036102590001,12
cx_3d2e12e02641fff0,5119010100108490000,51
cx_3d387003f744df89,1227010400101100005,12
cx_3d3d9c9c03a15abe,5117011000100800000,51
cx_3d3edd4b751faa7f,1227011400105560000,12
cx_3d4a3e95360c12d2,2820010300111230000,28
cx_3d4a980eaef5088b,5213014400105550001,52
cx_3d564ef17a3dc143,3114010800107890006,31
cx_3d590365b576d7c1,4827010800107280002,48
cx_3d5dfa4bca66ee06,5211113700105850005,52
cx_3d5ee9c08ae2d8f0,3611011400106640000,36
cx_3d621b8cb704c986,3020012000110890000,30
cx_3d639e1389a31e19,3611011200114110000,36
cx_3d666a4399f01f75,4822034024102800005,48
cx_3d6bc8b41e0b35db,4413310700119200000,44
cx_3d7532db4c72383f,5219011100102570001,52
cx_3d7e4a2e5de07031,1275025338104120001,12
cx_3d8726f8a3de4a30,2823710300102640001,28
cx_3d8b6f56f99ec01a,4313010700110680000,43
cx_3d8f1bc466b4095a,4413110800103000006,44
cx_3d920f3c605a78fc,1233012400105040000,12
cx_3d9a4813c0251041,3014010200102830000,30
cx_3d9fe701b4d95ea8,2623011000100030011,26
cx_3da59c2881a81ff7,1211015800108450000,12
cx_3dc53985995c13dc,4713012500112910003,47
cx_3dc608ad280739aa,1215013300105050003,12
cx_3dcbd3e2df33273c,4713011400100570001,47
cx_3dcd73bad569367d,4315012000102010001,43
cx_3dd57d6ea7ed09a0,1217010200106600000,12
cx_3dd966ca35e13d49,5214012200107140001,52
cx_3de7d23c009d9107,4427010100116870000,44
cx_3df66b32926c8c12,1233011800104620002,12
cx_3dfa1b901bd3f0fe,3017011500115770000,30
cx_3e02e5a1e0c15d80,4812110500103950002,48
cx_3e092c24260f7160,2815510100119130001,28
cx_3e0c35458ac27502,3020011100104680003,30
cx_3e21167b12fe1135,5211310700115840000,52
cx_3e27385fb466843b,4427010400111720000,44
cx_3e3cf2853cee5d2a,4825010600110940000,48
cx_3e4c31323c1faf81,1233011600106890002,12
cx_3e5e4ea535b7563d,3171026223108780001,31
cx_3e6e4041c03f939b,4719010100110760001,47
cx_3e725298d0b77b94,1215013300116120000,12
cx_3e93f7d0227b4820,4721010500116190000,47
cx_3e9bbf74ec1456ca,1217012400103440000,12
cx_3ea3807d08df30e5,4311311300114160001,43
cx_3ea3dde469faa73e,1219010800103130000,12
cx_3ea7189d0b493e3d,5115011000117800000,51
cx_3ea9c4dccdd695e4,4418010100105140025,44
cx_3eaca341da70900b,4311112600106540000,43
cx_3ebc443d4818e6dd,2818510600100030046,28
cx_3ec8ecbf061bbdbf,3017011200118090000,30
cx_3ed7a0d615967d93,2626010400100790004,26
cx_3ee741c72a12f6f3,5113010300102950000,51
cx_3eea2b96df2ba8d5,4375025325124870000,43
cx_3f087947544b2b36,1233012700111190000,12
cx_3f1bd683e595c536,4812725025110380000,48
cx_3f2e1d5953bd2220,5211112700101620042,52
cx_3f3ddb191c692c81,3117010700100050001,31
cx_3f3fec1baa3cae8e,1227011100108550000,12
cx_3f51e664b2617596,1224013100100970066,12
cx_3f55428c666b168c,1230010900101840007,12
cx_3f62733820053125,3117010400106820001,31
cx_3f7ab36c121609ce,4377025321100340003,43
cx_3f90147840d73666,4713012400105130003,47
